"location","source","target"
"views/ambassadors/pre_activate.php:24","Dentro de alguns dias receberás novidades no teu email. Entretanto recomenda já o nosso site a todos os teus amigos. Podes ganhar pontos adicionais por cada um que se inscreva através da tua recomendação. Mais pontos são mais possibilidades de receberes convites para as campanhas que são do teu interesse. Não percas tempo!","You will receive updates in your email in a few days. In the meanwhile start recommending our site to all your friends. You can earn additional points for each friend that signs up through your recommendation. More points give you more opportunities to receive invitations to campaigns that are of interest to you. Don't waste any time!"
"views/ambassadors/pre_register_mail.php:58","A equipa de %s","The %s team"
"views/ambassadors/pre_register_mail.php:61","A equipa","The Greek team"
"views/ambassadors/pre_register_mail.php:84","Por favor não respondas para este endereço de e-mail. Este é um endereço gerado automaticamente. Se tiveres alguma questão sobre a tua conta, ou acontecer algum erro, por favor envia um e-mail para:","Please do not reply to this e-mail. This is an e-mail address generated automatically. If you have any questions about your account, or you come across an error, please send an e-mail to:"
"views/ambassadors/pre_register_mail.php:152","Para ver este email num browser","To see this e-mail in a WEB browser "
"views/ambassadors/pre_register_mail.php:152","clica aqui","click here"
"views/ambassadors/pre_register_show_ok.php:7","Parabéns!","Congratulations!"
"views/ambassadors/pre_register_show_ok.php:8","O teu registo está quase concluído.","Your registration is almost done."
"views/ambassadors/pre_register_show_ok.php:11","Verifica agora o teu email e clica no link que te enviámos para validar a tua conta","Check your mail now and click the link we sent you to validate your account."
"views/campaign/campaign.header.php:47","De %s até %s.","From %s to %s."
"views/campaign/campaign.header.php:58","O meu desempenho","My performance"
"views/campaign/campaign.header.php:59","Galeria","Gallery"
"views/campaign/campaign.header.php:60","Blog","Blog"
"views/campaign/campaign.header.php:61","Informações","Information"
"views/campaign/campaign.header.php:63","Voltar listagem",""
"views/campaign/campaign.header.php:121","Minhas ações","My actions"
"views/campaign/campaign.header.php:124","Material recebido","Material received"
"views/campaign/campaign.header.php:126","Envia a tua opinião","Send your opinion"
"views/campaign/campaign.header.php:127","Visitar site","Visit site"
"views/campaign/campaign.header.php:129","Questionário inicial","Final questionnaire"
"views/campaign/campaign.header.php:131","Relatório WOM","WOM report"
"views/campaign/campaign.header.php:133","Questionário final","Final questionnaire"
"views/campaign/campaign.header.php:134","Enviar questionário a amigos","Send questionnaire to friends"
"views/campaign/campaign.header.php:137","Questionário A","Questionnaire A"
"views/campaign/campaign.header.php:142","Fala connosco (dúvidas)","Talk with us (questions)"
"views/campaign/campaign.header.php:144","CALENDÁRIO:","CALENDAR:"
"views/campaign/campaign.header.php:145","STATUS:","STATUS:"
"views/campaign/list.fo.campaign.detailed.php:19 views/campaign/list.fo.campaign.summary.php:21","Entrar","Enter"
"views/campaign/list.fo.campaign.detailed.php:50 views/campaign/list.fo.campaign.summary.php:52","até","to"
"views/campaign/list.fo.campaign.detailed.php:66 views/campaign/list.fo.campaign.summary.php:68","Vale %s pontos","Worthes %s points"
"views/campaign/list.fo.campaign.summary.php:19","Campanha de experimentação","Trial campaigns"
"views/campaign/list.fo.current.php:30","Não existem campanhas.","Campaigns"
"views/campaign/list.fo.php:170","Ver apenas campanhas em que participo ou participei","Only show campaigns in which I am participating or have participated"
"views/campaign/list.fo.php:187"," em curso","ongoing"
"views/campaign/list.fo.php:198","Próximas","Next"
"views/campaign/list.fo.php:199"," campanhas","Campaigns"
"views/campaign/list.fo.php:217"," terminadas","completed"
"views/campaign/list.fo.php:242","Mostrar vista reduzida","Show reduced view "
"views/campaign/list.fo.php:243","Mostrar vista estendida","Show extended view"
"views/campaign/list.fo.php:244","Ordenar por data","Sort by date"
"views/campaign/list.fo.php:245","Ordenar alfabeticamente","Sort alphabetically"
"views/campaign/list.fo.php:246","Mostrar campanhas de experimentação","Show trial campaigns"
"views/campaign/list.fo.php:247","Mostrar campanhas online (Womcasts)","Show online campaigns (Womcasts)"
"views/campaign/show.fo.temporary.default.php:11","The Experience",""
"views/campaign/show.fo.temporary.default.php:13","The ambassadors have received:",""
"views/campaign/show.fo.temporary.default.php:15","The Most Fun Photo",""
"views/campaignGallery/list.fo.temporary.100.en_GB.php:10 views/campaignGallery/list.fo.temporary.100.php:10 views/campaignGallery/list.fo.temporary.121.es_ES.php:10","fotos:","photos:"
"views/campaignGallery/list.fo.temporary.100.en_GB.php:14 views/campaignGallery/list.fo.temporary.100.php:14 views/campaignGallery/list.fo.temporary.121.es_ES.php:14","Submeter fotos","Submit photos"
"views/campaignGallery/list.fo.temporary.100.en_GB.php:57 views/campaignGallery/list.fo.temporary.100.en_GB.php:97 views/campaignGallery/list.fo.temporary.100.en_GB.php:137 views/campaignGallery/list.fo.temporary.100.en_GB.php:177 views/campaignGallery/list.fo.temporary.100.en_GB.php:217 views/campaignGallery/list.fo.temporary.100.en_GB.php:257 views/campaignGallery/list.fo.temporary.100.en_GB.php:297 views/campaignGallery/list.fo.temporary.100.en_GB.php:337 views/campaignGallery/list.fo.temporary.100.en_GB.php:377 views/campaignGallery/list.fo.temporary.100.en_GB.php:417 views/campaignGallery/list.fo.temporary.100.en_GB.php:457 views/campaignGallery/list.fo.temporary.100.en_GB.php:497 views/campaignGallery/list.fo.temporary.100.en_GB.php:537 views/campaignGallery/list.fo.temporary.100.en_GB.php:577 views/campaignGallery/list.fo.temporary.100.en_GB.php:617 views/campaignGallery/list.fo.temporary.100.en_GB.php:657 views/campaignGallery/list.fo.temporary.100.php:57 views/campaignGallery/list.fo.temporary.100.php:97 views/campaignGallery/list.fo.temporary.100.php:137 views/campaignGallery/list.fo.temporary.100.php:177 views/campaignGallery/list.fo.temporary.100.php:217 views/campaignGallery/list.fo.temporary.100.php:257 views/campaignGallery/list.fo.temporary.100.php:297 views/campaignGallery/list.fo.temporary.100.php:337 views/campaignGallery/list.fo.temporary.100.php:377 views/campaignGallery/list.fo.temporary.100.php:417 views/campaignGallery/list.fo.temporary.100.php:457 views/campaignGallery/list.fo.temporary.100.php:497 views/campaignGallery/list.fo.temporary.100.php:537 views/campaignGallery/list.fo.temporary.100.php:577 views/campaignGallery/list.fo.temporary.100.php:617 views/campaignGallery/list.fo.temporary.100.php:657 views/campaignGallery/list.fo.temporary.121.es_ES.php:57 views/campaignGallery/list.fo.temporary.121.es_ES.php:97 views/campaignGallery/list.fo.temporary.121.es_ES.php:137 views/campaignGallery/list.fo.temporary.121.es_ES.php:177 views/campaignGallery/list.fo.temporary.121.es_ES.php:217 views/campaignGallery/list.fo.temporary.121.es_ES.php:257 views/campaignGallery/list.fo.temporary.121.es_ES.php:297 views/campaignGallery/list.fo.temporary.121.es_ES.php:337 views/campaignGallery/list.fo.temporary.121.es_ES.php:377 views/campaignGallery/list.fo.temporary.121.es_ES.php:417 views/campaignGallery/list.fo.temporary.121.es_ES.php:457 views/campaignGallery/list.fo.temporary.121.es_ES.php:497 views/campaignGallery/list.fo.temporary.121.es_ES.php:537 views/campaignGallery/list.fo.temporary.121.es_ES.php:577 views/campaignGallery/list.fo.temporary.121.es_ES.php:617 views/campaignGallery/list.fo.temporary.121.es_ES.php:657 views/campaignGallery/show.fo.temporary.1001.en_GB.php:8 views/campaignGallery/show.fo.temporary.1001.php:8 views/campaignGallery/show.fo.temporary.1002.en_GB.php:8","Por:","By:"
"views/campaignGallery/list.fo.temporary.100.en_GB.php:57 views/campaignGallery/list.fo.temporary.100.en_GB.php:97 views/campaignGallery/list.fo.temporary.100.en_GB.php:137 views/campaignGallery/list.fo.temporary.100.en_GB.php:177 views/campaignGallery/list.fo.temporary.100.en_GB.php:217 views/campaignGallery/list.fo.temporary.100.en_GB.php:257 views/campaignGallery/list.fo.temporary.100.en_GB.php:297 views/campaignGallery/list.fo.temporary.100.en_GB.php:337 views/campaignGallery/list.fo.temporary.100.en_GB.php:377 views/campaignGallery/list.fo.temporary.100.en_GB.php:417 views/campaignGallery/list.fo.temporary.100.en_GB.php:457 views/campaignGallery/list.fo.temporary.100.en_GB.php:497 views/campaignGallery/list.fo.temporary.100.en_GB.php:537 views/campaignGallery/list.fo.temporary.100.en_GB.php:577 views/campaignGallery/list.fo.temporary.100.en_GB.php:617 views/campaignGallery/list.fo.temporary.100.en_GB.php:657 views/campaignGallery/list.fo.temporary.100.php:57 views/campaignGallery/list.fo.temporary.100.php:97 views/campaignGallery/list.fo.temporary.100.php:137 views/campaignGallery/list.fo.temporary.100.php:177 views/campaignGallery/list.fo.temporary.100.php:217 views/campaignGallery/list.fo.temporary.100.php:257 views/campaignGallery/list.fo.temporary.100.php:297 views/campaignGallery/list.fo.temporary.100.php:337 views/campaignGallery/list.fo.temporary.100.php:377 views/campaignGallery/list.fo.temporary.100.php:417 views/campaignGallery/list.fo.temporary.100.php:457 views/campaignGallery/list.fo.temporary.100.php:497 views/campaignGallery/list.fo.temporary.100.php:537 views/campaignGallery/list.fo.temporary.100.php:577 views/campaignGallery/list.fo.temporary.100.php:617 views/campaignGallery/list.fo.temporary.100.php:657 views/campaignGallery/list.fo.temporary.121.es_ES.php:57 views/campaignGallery/list.fo.temporary.121.es_ES.php:97 views/campaignGallery/list.fo.temporary.121.es_ES.php:137 views/campaignGallery/list.fo.temporary.121.es_ES.php:177 views/campaignGallery/list.fo.temporary.121.es_ES.php:217 views/campaignGallery/list.fo.temporary.121.es_ES.php:257 views/campaignGallery/list.fo.temporary.121.es_ES.php:297 views/campaignGallery/list.fo.temporary.121.es_ES.php:337 views/campaignGallery/list.fo.temporary.121.es_ES.php:377 views/campaignGallery/list.fo.temporary.121.es_ES.php:417 views/campaignGallery/list.fo.temporary.121.es_ES.php:457 views/campaignGallery/list.fo.temporary.121.es_ES.php:497 views/campaignGallery/list.fo.temporary.121.es_ES.php:537 views/campaignGallery/list.fo.temporary.121.es_ES.php:577 views/campaignGallery/list.fo.temporary.121.es_ES.php:617 views/campaignGallery/list.fo.temporary.121.es_ES.php:657 views/campaignGallery/show.fo.temporary.1001.en_GB.php:29 views/campaignGallery/show.fo.temporary.1001.php:29 views/campaignGallery/show.fo.temporary.1002.en_GB.php:29","Votos:","Votes:"
"views/campaignGallery/list.fo.temporary.100.en_GB.php:65 views/campaignGallery/list.fo.temporary.100.en_GB.php:105 views/campaignGallery/list.fo.temporary.100.en_GB.php:145 views/campaignGallery/list.fo.temporary.100.en_GB.php:185 views/campaignGallery/list.fo.temporary.100.en_GB.php:225 views/campaignGallery/list.fo.temporary.100.en_GB.php:265 views/campaignGallery/list.fo.temporary.100.en_GB.php:305 views/campaignGallery/list.fo.temporary.100.en_GB.php:345 views/campaignGallery/list.fo.temporary.100.en_GB.php:385 views/campaignGallery/list.fo.temporary.100.en_GB.php:425 views/campaignGallery/list.fo.temporary.100.en_GB.php:465 views/campaignGallery/list.fo.temporary.100.en_GB.php:505 views/campaignGallery/list.fo.temporary.100.en_GB.php:545 views/campaignGallery/list.fo.temporary.100.en_GB.php:585 views/campaignGallery/list.fo.temporary.100.en_GB.php:625 views/campaignGallery/list.fo.temporary.100.en_GB.php:665 views/campaignGallery/list.fo.temporary.100.php:65 views/campaignGallery/list.fo.temporary.100.php:105 views/campaignGallery/list.fo.temporary.100.php:145 views/campaignGallery/list.fo.temporary.100.php:185 views/campaignGallery/list.fo.temporary.100.php:225 views/campaignGallery/list.fo.temporary.100.php:265 views/campaignGallery/list.fo.temporary.100.php:305 views/campaignGallery/list.fo.temporary.100.php:345 views/campaignGallery/list.fo.temporary.100.php:385 views/campaignGallery/list.fo.temporary.100.php:425 views/campaignGallery/list.fo.temporary.100.php:465 views/campaignGallery/list.fo.temporary.100.php:505 views/campaignGallery/list.fo.temporary.100.php:545 views/campaignGallery/list.fo.temporary.100.php:585 views/campaignGallery/list.fo.temporary.100.php:625 views/campaignGallery/list.fo.temporary.100.php:665 views/campaignGallery/list.fo.temporary.121.es_ES.php:65 views/campaignGallery/list.fo.temporary.121.es_ES.php:105 views/campaignGallery/list.fo.temporary.121.es_ES.php:145 views/campaignGallery/list.fo.temporary.121.es_ES.php:185 views/campaignGallery/list.fo.temporary.121.es_ES.php:225 views/campaignGallery/list.fo.temporary.121.es_ES.php:265 views/campaignGallery/list.fo.temporary.121.es_ES.php:305 views/campaignGallery/list.fo.temporary.121.es_ES.php:345 views/campaignGallery/list.fo.temporary.121.es_ES.php:385 views/campaignGallery/list.fo.temporary.121.es_ES.php:425 views/campaignGallery/list.fo.temporary.121.es_ES.php:465 views/campaignGallery/list.fo.temporary.121.es_ES.php:505 views/campaignGallery/list.fo.temporary.121.es_ES.php:545 views/campaignGallery/list.fo.temporary.121.es_ES.php:585 views/campaignGallery/list.fo.temporary.121.es_ES.php:625 views/campaignGallery/list.fo.temporary.121.es_ES.php:665 views/campaignGallery/show.fo.temporary.1001.en_GB.php:18 views/campaignGallery/show.fo.temporary.1001.php:18 views/campaignGallery/show.fo.temporary.1002.en_GB.php:18","Gosto!","Like!"
"views/campaignGallery/list.fo.temporary.100.en_GB.php:72 views/campaignGallery/list.fo.temporary.100.en_GB.php:112 views/campaignGallery/list.fo.temporary.100.en_GB.php:152 views/campaignGallery/list.fo.temporary.100.en_GB.php:192 views/campaignGallery/list.fo.temporary.100.en_GB.php:232 views/campaignGallery/list.fo.temporary.100.en_GB.php:272 views/campaignGallery/list.fo.temporary.100.en_GB.php:312 views/campaignGallery/list.fo.temporary.100.en_GB.php:352 views/campaignGallery/list.fo.temporary.100.en_GB.php:392 views/campaignGallery/list.fo.temporary.100.en_GB.php:432 views/campaignGallery/list.fo.temporary.100.en_GB.php:472 views/campaignGallery/list.fo.temporary.100.en_GB.php:512 views/campaignGallery/list.fo.temporary.100.en_GB.php:552 views/campaignGallery/list.fo.temporary.100.en_GB.php:592 views/campaignGallery/list.fo.temporary.100.en_GB.php:632 views/campaignGallery/list.fo.temporary.100.en_GB.php:672 views/campaignGallery/list.fo.temporary.100.php:72 views/campaignGallery/list.fo.temporary.100.php:112 views/campaignGallery/list.fo.temporary.100.php:152 views/campaignGallery/list.fo.temporary.100.php:192 views/campaignGallery/list.fo.temporary.100.php:232 views/campaignGallery/list.fo.temporary.100.php:272 views/campaignGallery/list.fo.temporary.100.php:312 views/campaignGallery/list.fo.temporary.100.php:352 views/campaignGallery/list.fo.temporary.100.php:392 views/campaignGallery/list.fo.temporary.100.php:432 views/campaignGallery/list.fo.temporary.100.php:472 views/campaignGallery/list.fo.temporary.100.php:512 views/campaignGallery/list.fo.temporary.100.php:552 views/campaignGallery/list.fo.temporary.100.php:592 views/campaignGallery/list.fo.temporary.100.php:632 views/campaignGallery/list.fo.temporary.100.php:672 views/campaignGallery/list.fo.temporary.121.es_ES.php:72 views/campaignGallery/list.fo.temporary.121.es_ES.php:112 views/campaignGallery/list.fo.temporary.121.es_ES.php:152 views/campaignGallery/list.fo.temporary.121.es_ES.php:192 views/campaignGallery/list.fo.temporary.121.es_ES.php:232 views/campaignGallery/list.fo.temporary.121.es_ES.php:272 views/campaignGallery/list.fo.temporary.121.es_ES.php:312 views/campaignGallery/list.fo.temporary.121.es_ES.php:352 views/campaignGallery/list.fo.temporary.121.es_ES.php:392 views/campaignGallery/list.fo.temporary.121.es_ES.php:432 views/campaignGallery/list.fo.temporary.121.es_ES.php:472 views/campaignGallery/list.fo.temporary.121.es_ES.php:512 views/campaignGallery/list.fo.temporary.121.es_ES.php:552 views/campaignGallery/list.fo.temporary.121.es_ES.php:592 views/campaignGallery/list.fo.temporary.121.es_ES.php:632 views/campaignGallery/list.fo.temporary.121.es_ES.php:672 views/campaignGallery/show.fo.temporary.1001.en_GB.php:25 views/campaignGallery/show.fo.temporary.1001.php:25 views/campaignGallery/show.fo.temporary.1002.en_GB.php:25","Já votaste!","Already voted!"
"views/campaignGallery/show.fo.temporary.1001.en_GB.php:39 views/campaignGallery/show.fo.temporary.1001.php:39 views/campaignGallery/show.fo.temporary.1002.en_GB.php:39","Enviar a amigos","Send to friends"
"views/components/fileUpload.php:19","A enviar... Por favor aguarde.","Uploading ... Please wait."
"views/components/landing_top.php:87 views/components/share_button.php:3","Partilha com os teus amigos:","Share with your friends: "
"views/components/slider.php:73","Mais informações","More information"
"views/components/teaserRegisterForm.php:34","Email","Email"
"views/components/teaserRegisterForm.php:43","Submeter","Submit"
"views/components/login/login.php:203","Bem-vindo(a)","Welcome"
"views/components/login/login.php:208 views/components/login/login_1.php:154","Enviar a amigo","Send to a friend"
"views/components/login/login.php:239 views/components/login/login_1.php:176","Username ou email","Username or e-mail"
"views/components/login/login.php:241 views/components/login/login_1.php:180","Password","Password"
"views/components/login/login_1.php:168","Login","Login"
"views/components/login/login_1.php:186","Lembrar-me","Remind me"
"views/components/login/login_1.php:193","Esqueci-me da password","Forgot my password"
"views/components/login/login_1.php:197","Esqueci-me do Username","Forgot my username"
"views/components/login/login_1.php:202","...ou logar com:","... or login with:"
"views/components/login/login_1.php:208","Iniciar sessão","Start session"
"views/dashboard/header.php:63","Perfil","Profile"
"views/dashboard/header.php:64","Avaliação","Localization"
"views/dashboard/header.php:65","Buzz","Buzz"
"views/dashboard/header.php:66","Histórias","Stories"
"views/default/default.php:15","Como funciona","How it works"
"views/default/logged_in_homepage.php:43","Tens notificações novas! Clica aqui.","You have new notifications! Click here."
"views/default/logged_in_homepage.php:95","Completa o teu perfil.","Complete your profile."
"views/default/logged_in_homepage.php:110 views/default/logged_in_homepage.php:119","Ver","See"
"views/default/logged_in_homepage.php:124","Pontos totais","Total of points"
"views/default/logged_in_homepage.php:126","Código:","Code:"
"views/default/not_logged_in_homepage.php:63","Ver como","see how"
"views/error/default.php:24","Tem de fazer Login","You must Login"
"views/error/default.php:28","Ups...algo correu mal!","Oops… something went wrong!"
"views/error/default.php:50","Não está Login","You're not login"
"views/error/default.php:52","404","404"
"views/error/default.php:66","Ocorreu um erro inesperado, se o erro persistir contacte o administrador do site.","An unexpected error occurred, if the error persists contact the site administrator."
"views/flags/default.php:7","Ambassadors.com","Ambassadors.com"
"views/landing_page_video/show_video.php:15","Loading the player. Please wait ...",""
"views/profile/show.fo.php:71","Completa o teu perfil e ganha 150 pontos incluindo 40 pontos de Bónus.","Complete your profile and win 160 points including the 40 points bonus."
"views/profile/show.fo.php:73","Completa o teu perfil","Complete your profile"
"views/profile/show.fo.php:90 views/profile/show.fo.php:126 views/profile/show.fo.php:215","Pontos","Points"
"views/profile/show.fo.php:91","Nível","Level"
"views/profile/show.fo.php:95","Inscrição de amigos teus com o teu código de convite","Register friend that you invited"
"views/profile/show.fo.php:99","Questionários preenchidos","Fullfilled questionnaires"
"views/profile/show.fo.php:100","Campanhas em que participaste","Campaigns participated"
"views/profile/show.fo.php:102","Inscrição de amigos após recomendação","Friends that have sign up as a result of your recommendation"
"views/profile/show.fo.php:104","pontos ganhos","points earned"
"views/profile/show.fo.php:106","%d amigos teus inscreveram-se em embaixadores.com utilizando o teu código de convite","%d friends invited by you have registered in embaixadores.com"
"views/profile/show.fo.php:214","Categorias","Categories"
"views/profile/show.fo.php:220","Ganhos","Winnings"
"views/profile/show.fo.php:221","Disponíveis","Available"
"views/profile/show.fo.php:222","Percentagem preenchida","Percentage filled"
"views/profile/show.fo.php:255","Liga o teu perfil ás redes sociais e expande a tua influência online!","link your profile to social networks and expand your influence online!"
"views/profile/show.fo.php:308","Editar","Edit"
"views/profile_form/show.fo.form.php:115","Parte %d","Part %d"
"views/questions/free_response_DATE.php:24","Jan","Jan"
"views/questions/free_response_DATE.php:24","Fev","Feb"
"views/questions/free_response_DATE.php:24","Mar","Mar"
"views/questions/free_response_DATE.php:24","Abr","Apr"
"views/questions/free_response_DATE.php:24","Mai","May"
"views/questions/free_response_DATE.php:24","Jun","June"
"views/questions/free_response_DATE.php:24","Jul","Jul"
"views/questions/free_response_DATE.php:24","Ago","Aug"
"views/questions/free_response_DATE.php:24","Set","Sep"
"views/questions/free_response_DATE.php:24","Out","Oct"
"views/questions/free_response_DATE.php:24","Nov","Nov"
"views/questions/free_response_DATE.php:24","Dez","Dec"
"views/questions/free_response_DATE.php:25","Janeiro","January"
"views/questions/free_response_DATE.php:25","Fevereiro","February"
"views/questions/free_response_DATE.php:25","Março","March"
"views/questions/free_response_DATE.php:25","Abril","April"
"views/questions/free_response_DATE.php:25","Maio","May"
"views/questions/free_response_DATE.php:25","Junho","June"
"views/questions/free_response_DATE.php:25","Julho","July"
"views/questions/free_response_DATE.php:25","Agosto","August"
"views/questions/free_response_DATE.php:25","Setembro","September"
"views/questions/free_response_DATE.php:25","Outubro","October"
"views/questions/free_response_DATE.php:25","Novembro","November"
"views/questions/free_response_DATE.php:25","Dezembro","December"
"views/questions/free_response_DATE.php:26","Dom","Sun"
"views/questions/free_response_DATE.php:26","Seg","Mon"
"views/questions/free_response_DATE.php:26","Ter","Tue"
"views/questions/free_response_DATE.php:26","Qua","Wed"
"views/questions/free_response_DATE.php:26","Qui","Thu"
"views/questions/free_response_DATE.php:26","Sex","Fri"
"views/questions/free_response_DATE.php:26","Sab","Sat"
"views/questions/free_response_DATE.php:27","Domingo","Sunday"
"views/questions/free_response_DATE.php:27","Segunda","Monday"
"views/questions/free_response_DATE.php:27","Terça","Tuesday"
"views/questions/free_response_DATE.php:27","Quarta","Wednesday"
"views/questions/free_response_DATE.php:27","Quinta","Thursday"
"views/questions/free_response_DATE.php:27","Sexta","Friday"
"views/questions/free_response_DATE.php:27","Sábado","Saturday"
"views/questions/free_response_DATE.php:28","Hoje","Today"
"views/questions/free_response_DATE.php:29","X","X"
"views/questions/free_response_DATE.php:30","Seguinte","Next"
"views/questions/free_response_DATE.php:31","Anterior","Previous"
"views/questions/multiple_choice_multiple_response_checkbox.php:57 views/questions/multiple_choice_single_response_radiobutton.php:45","outra","other"
"views/questions/question.php:99","Esta pergunta é obrigatória.","This question is required."
"views/registration/default.form.php:39","Embaixadores","Ambassadors"
"views/registration/default.form.php:190 views/registration/default.form.php:192 views/registration/default.form.php:193","Nome próprio","First name"
"views/registration/default.form.php:202 views/registration/default.form.php:204 views/registration/default.form.php:205","Apelido","Surname"
"views/registration/default.form.php:227 views/registration/default.form.php:229 views/registration/default.form.php:230","Confirmar email","Confir email"
"views/registration/default.form.php:255 views/registration/default.form.php:257 views/registration/default.form.php:258","Confirmar password","Confirm password"
"views/registration/default.form.php:271 views/registration/default.form.php:274","Código de convite","Invitation code"
"views/registration/default.form.php:273","Se recebeste um código de convite de um amigo, insere-o aqui. Vais ganhar pontos adicionais se o fizeres. Se não tiveres um código de convite deixa o campo vazio e continua.","If you received an invitation code from a friend, insert it here. You will win extra points if you do. If you do not have an invitation code leave the field empty and proceed."
"views/registration/default.form.php:288 views/registration/default.form.php:290 views/registration/default.form.php:291","Verificação de SPAM","SPAM checking:"
"views/registration/default.form.php:310","Insira código","Insert code"
"views/registration/default.form.php:313 views/registration/default.form.php:314","Insere aqui o texto que vês ao lado",""
"views/registration/default.form.php:338","Li e aceito a política de","I have read and I accept the"
"views/registration/default.form.php:345","Privacidade","Privacy Policy "
"views/registration/default.form.php:346","Termos e Condições de Utilização","Terms and Conditions of Use"
"views/registration/default.form.php:347","Respeitamos a tua privacidade. Nunca te enviaremos spam ou partilharemos a tua informação pessoal com ninguém sem o teu consentimento.","We respect your privacy. We will never send you spam or share your personal information with anyone without your consent."
"views/registration/default.form.php:352","Registar","Register"
"views/registration/form_OBSOLET.php:261 views/registration/form_OBSOLET.php:265","Inserir código","Insert code"
"views/registration/newPasswordPage.form.php:134 views/registration/restor_pass.form.php:120","Confirmar","confirm"
"views/survey/list.fo.php:97"," por responder","unanswered"
"views/survey/list.fo.php:108"," respondidos","answered"
"views/survey/list.fo.survey.detailed.php:33 views/survey/list.fo.survey.summary.php:36","De","From"
"views/survey/list.fo.survey.detailed.php:58 views/survey/list.fo.survey.summary.php:61","Ainda não preencheste Relatório WOM","You didn't fullfilled the WOM report"
"views/survey/list.fo.survey.detailed.php:59 views/survey/list.fo.survey.summary.php:62","You did not fullfill this questionnaire.",""
"views/survey/list.fo.survey.summary.php:34","Clique para deixar de receber questionários desta categoria","Click here to quit receiving surveys of this category. (REVER ISTO)"
"views/survey/show.fo.form.inner.page.matrix.php:3","Nunca","Never"
"views/survey/show.fo.form.inner.page.matrix.php:4","Diaramente","Daily"
"views/survey/show.fo.form.inner.php:287","Página sem questões","Page without questions"
"views/survey/show.fo.form.inner.php:296","salvar","save"
"views/survey/show.fo.form.inner.php:328","A gravação dos teus dados no formulário é feita automaticamente.","Your data is automatically saved."
"views/survey/show.fo.form.inner.php:345","página anterior","previous page"
"views/survey/show.fo.form.inner.php:350","próxima página","next page"
"views/survey/show.fo.form.inner.php:370","%d de %d","%d of %d"
"views/survey/show.fo.form.php:114","Por favor, responde a todas as questões do questionário.","Please answer all questions in the questionnaire."
"views/survey/show.fo.form.php:118 views/survey/show.fo.form.php:147","Questionário completo. Obrigado por responderes.","Questionnaire completed. Thanks for answering."
"views/survey/show.fo.form.php:127 views/survey/show.fo.form.php:163","Progresso:","Progress:"
"views/survey/show.fo.form.php:149","Acabaste de ganhar %d pontos!","You won %d points!"
"views/tellafriend/email_content.php:32","Título:","Title:"
"views/tellafriend/email_content.php:36","Mensagem:","Message:"
"views/tellafriend/email_set_recipients.php:20","Clica aqui","Click here"
"views/tellafriend/email_set_recipients.php:20","para usares o teu editor de email ou (2) preenche os campos."," to use your e-mail editor or (2) fill in the fields."
"views/tellafriend/send_email.php:16","Obrigado por partilhar com os teus amigos!","Thanks for sharing with your friends!"
"views/welcomeEmail/default.php:89","Obrigado pelo tempo que dispensaste para aderir à comunidade","Thank you for the time you spent registering to the community"
"views/welcomeEmail/default.php:91","Para terminar clica no link seguinte para confirmares a criação  da tua conta:","To finish click on the next link so you can confirm the your account creation:"
"views/welcomeEmail/default.php:94","Aproveita e activa este  e-mail como &ldquo;Safe/Not junk&rdquo; para que possas continuar a receber e-mails nossos  e a participar nas Campanhas e WOMCasts que temos para ti.","Take the opportunity to configure this mail as &ldquo;Safe/Not junk&rdquo; so you can continue to receive our e-mails that allow you to participate in Campaigns and WOMCast that we have for you."
"views/welcomeEmail/default.php:114","Por favor não respondas para  este endereço de e-mail. Este é um endereço gerado automaticamente. Se tiveres  alguma questão sobre a tua conta, ou acontecer algum erro, por favor envia um  e-mail para:","Please do not reply to this e-mail address. This is an address used only to send e-mails. If you have any question, or an error to report, please send us an e-email to:"
"views/welcomeEmail/default.php:114","Recomendamos que incluas o e-mail %s &nbsp;no teu livro de endereços (address  book).","We recommend that you include the e-mail address %s to your address book."
"views/welcomeEmail/default.php:114","Deste modo, evitarás que as mensagens que te enviamos desde %s&nbsp;sejam movidas por erro para a pasta de  correio não desejado do teu e-mail.","This way you'll avoid that messages we sent you from %s&nbsp; to be mistankenly moved to the SPAM folder."
"views/welcomeEmail/default.php:114","Desta forma nunca perderás uma das nossas  campanhas ou WOMCasts.","This ways you'll never loose any of our Campaigns or WOMCasts."
"views/womworld/default.php:53","Comunidades no mundo:","Wom in the World:"
"views/womworld/default.php:62","País:","Country:"
"views/womworld/default.php:63","Embaixadores:","Ambassadors:"
"views/womworld/default.php:83 views/womworld/default.php:91","brevemente","coming soon"
"views/womworld/default.php:99","aberto","now open"
"views/zOffline/default.php:38 views/zOffline/show_offline_message.php:38","Este site encontra-se temporariamente indisponível para manutenção.","This site is temporarily unavailable due to maintenance."
"views/zOffline/default.php:39 views/zOffline/show_offline_message.php:39","Lamentamos qualquer inconveniente.","We sorry for any inconvenience caused."
"views/zOffline/default.php:40 views/zOffline/show_offline_message.php:40","Por favor volte mais tarde.","Please come back later."
"views/zOffline/special_login.php:59","Login:","Login:"
"views/zOffline/special_login.php:67","Password:","Password:"
"zzzHtmlSnapshots/survey.php:362 zzzHtmlSnapshots/survey.php:393","Localização","Localization"
"zzzHtmlSnapshots/survey.php:429 zzzHtmlSnapshots/survey.php:460","Interesses","Interests"
"","Clica na foto para actualizar","Click Photo to update"
"","Data de nascimento ","Birth date"
