"location","source","target"
"controllers/tellafriend.controller.php:261 controllers/tellafriend.controller.php:272","Até já,","Até já,"
"controllers/tellafriend.controller.php:284 controllers/tellafriend.controller.php:311","Enviar email","Enviar email"
"controllers/tellafriend.controller.php:290 controllers/tellafriend.controller.php:317","Redes sociais","Redes sociais"
"to/views/tellafriend.vto.php:35","Enviar","Enviar"
"views/footer.php:57","&copy; 2008 - 2012 Todos os direitos reservados. Embaixadores.com &reg; é uma marca registada da WOM - Marketing Agency, Lda.","&copy; 2008 - 2012 Todos os direitos reservados. Embaixadores.com &reg; é uma marca registada da WOM - Marketing Agency, Lda."
"views/html_head_metas_facebook.php:12","Estamos à procura de 20.000 experimentadores de produtos no Brasil.","Estamos procurando 20.000 expirementadores de produtos no Brasil."
"views/html_head_metas_facebook.php:13","Queres ajudar a renovar tendências? Como embaixador podes transformar-te num autêntico trend setter. Vais poder experimentar produtos das tuas marcas ou produtos preferidos e dar-lhes feedback sobre os mesmos. É tudo muito simples, sem custos e com muita diversão. ","Você quer ajudar a renovar tendências? Como embaixador, você pode virar um autêntico criador de tendências. Vai poder experimentar produtos de suas marcas ou produtos favoritos e lhes dar seu feedback sobre eles. É tudo muito simples, sem custos e com muita diversão."
"views/ambassadors/pre_activate.php:10","Parabéns.","Parabéns."
"views/ambassadors/pre_activate.php:20","O teu registo foi um sucesso.","Seu registro foi um sucesso."
"views/ambassadors/pre_activate.php:24","Dentro de alguns dias receberás novidades no teu email. Entretanto recomenda já o nosso site a todos os teus amigos. Podes ganhar pontos adicionais por cada um que se inscreva através da tua recomendação. Mais pontos são mais possibilidades de receberes convites para as campanhas que são do teu interesse. Não percas tempo!","Dentro de alguns dias você irá novidades em seu email. Enquanto isso, recomende já nosso site a todos os seus amigos. Você pode ganhar pontos complementares por cada amigo que se registre através de sua recomendação. Mais pontos são mais chances de você receber convites para as campanhas que lhe interessam. Não perca tempo!"
"views/ambassadors/pre_register_mail.php:58","A equipa de %s","A equipe de %s"
"views/ambassadors/pre_register_mail.php:61","A equipa","A equipe"
"views/ambassadors/pre_register_mail.php:84","Por favor não respondas para este endereço de e-mail. Este é um endereço gerado automaticamente. Se tiveres alguma questão sobre a tua conta, ou acontecer algum erro, por favor envia um e-mail para:","Por favor não responda para esse endereço de email. Esse endereço é gerado automaticamente. Se você tiver alguma dúvida sobre a sua conta, ou acontecer algum erro, por favor envie um email para: "
"views/ambassadors/pre_register_mail.php:152","Para ver este email num browser","Para ver esse email num browser"
"views/ambassadors/pre_register_mail.php:152","clica aqui","clique aqui"
"views/ambassadors/pre_register_show_ok.php:7","Parabéns!","Parabéns!"
"views/ambassadors/pre_register_show_ok.php:8","O teu registo está quase concluído.",""
"views/ambassadors/pre_register_show_ok.php:11","Verifica agora o teu email e clica no link que te enviámos para validar a tua conta","Por favor verifique seu email agora e clique clique no link que lhe enviámos!"
"views/campaign/campaign.header.php:47","De %s até %s.","De %s até %s."
"views/campaign/campaign.header.php:58","O meu desempenho","Meu desempenho"
"views/campaign/campaign.header.php:59","Galeria","Galeria"
"views/campaign/campaign.header.php:60","Blog","Blog"
"views/campaign/campaign.header.php:61","Informações","Informações"
"views/campaign/campaign.header.php:63","Voltar listagem","Voltar à listagem"
"views/campaign/campaign.header.php:121","Minhas ações","Minhas ações"
"views/campaign/campaign.header.php:124","Material recebido",""
"views/campaign/campaign.header.php:126","Envia a tua opinião","Envie sua opinião"
"views/campaign/campaign.header.php:127","Visitar site","Visitar site"
"views/campaign/campaign.header.php:129","Questionário inicial","Questionário inicial"
"views/campaign/campaign.header.php:131","Relatório WOM","Relato WOM"
"views/campaign/campaign.header.php:133","Questionário final","Questionário final"
"views/campaign/campaign.header.php:134","Enviar questionário a amigos","Enviar a amigo"
"views/campaign/campaign.header.php:137","Questionário A","Questionário A"
"views/campaign/campaign.header.php:142","Fala connosco (dúvidas)","Fale connosco (dúvidas)"
"views/campaign/campaign.header.php:144","CALENDÁRIO:","CALENDÁRIO:"
"views/campaign/campaign.header.php:145","STATUS:","STATUS:"
"views/campaign/list.fo.campaign.detailed.php:19 views/campaign/list.fo.campaign.summary.php:21","Entrar","Entrar"
"views/campaign/list.fo.campaign.detailed.php:50 views/campaign/list.fo.campaign.summary.php:52","até","até"
"views/campaign/list.fo.campaign.detailed.php:66 views/campaign/list.fo.campaign.summary.php:68","Vale %s pontos","Vale %s pontos"
"views/campaign/list.fo.campaign.summary.php:19","Campanha de experimentação","Campanha de experimentação"
"views/campaign/list.fo.current.php:30","Não existem campanhas.","Não existem campanhas."
"views/campaign/list.fo.php:170","Ver apenas campanhas em que participo ou participei","Ver apenas campanhas nas quais participo ou participei"
"views/campaign/list.fo.php:187"," em curso"," em curso"
"views/campaign/list.fo.php:198","Próximas","Próximas"
"views/campaign/list.fo.php:199"," campanhas"," campanhas"
"views/campaign/list.fo.php:217"," terminadas"," terminadas"
"views/campaign/list.fo.php:242","Mostrar vista reduzida","Exibir vista reduzida"
"views/campaign/list.fo.php:243","Mostrar vista estendida","Exibir vista estendida"
"views/campaign/list.fo.php:244","Ordenar por data","Ordenar por data"
"views/campaign/list.fo.php:245","Ordenar alfabeticamente","Ordenar alfabeticamente"
"views/campaign/list.fo.php:246","Mostrar campanhas de experimentação","Exibir campanhas de experimentação"
"views/campaign/list.fo.php:247","Mostrar campanhas online (Womcasts)","Exibir campanhas online (Womcasts)"
"views/campaign/show.fo.temporary.default.php:11","The Experience",""
"views/campaign/show.fo.temporary.default.php:13","The ambassadors have received:",""
"views/campaign/show.fo.temporary.default.php:15","The Most Fun Photo","A foto mais divertida"
"views/campaignGallery/list.fo.temporary.100.en_GB.php:10 views/campaignGallery/list.fo.temporary.100.php:10 views/campaignGallery/list.fo.temporary.121.es_ES.php:10","fotos:","fotos:"
"views/campaignGallery/list.fo.temporary.100.en_GB.php:14 views/campaignGallery/list.fo.temporary.100.php:14 views/campaignGallery/list.fo.temporary.121.es_ES.php:14","Submeter fotos","Submeter fotos"
"views/campaignGallery/list.fo.temporary.100.en_GB.php:57 views/campaignGallery/list.fo.temporary.100.en_GB.php:97 views/campaignGallery/list.fo.temporary.100.en_GB.php:137 views/campaignGallery/list.fo.temporary.100.en_GB.php:177 views/campaignGallery/list.fo.temporary.100.en_GB.php:217 views/campaignGallery/list.fo.temporary.100.en_GB.php:257 views/campaignGallery/list.fo.temporary.100.en_GB.php:297 views/campaignGallery/list.fo.temporary.100.en_GB.php:337 views/campaignGallery/list.fo.temporary.100.en_GB.php:377 views/campaignGallery/list.fo.temporary.100.en_GB.php:417 views/campaignGallery/list.fo.temporary.100.en_GB.php:457 views/campaignGallery/list.fo.temporary.100.en_GB.php:497 views/campaignGallery/list.fo.temporary.100.en_GB.php:537 views/campaignGallery/list.fo.temporary.100.en_GB.php:577 views/campaignGallery/list.fo.temporary.100.en_GB.php:617 views/campaignGallery/list.fo.temporary.100.en_GB.php:657 views/campaignGallery/list.fo.temporary.100.php:57 views/campaignGallery/list.fo.temporary.100.php:97 views/campaignGallery/list.fo.temporary.100.php:137 views/campaignGallery/list.fo.temporary.100.php:177 views/campaignGallery/list.fo.temporary.100.php:217 views/campaignGallery/list.fo.temporary.100.php:257 views/campaignGallery/list.fo.temporary.100.php:297 views/campaignGallery/list.fo.temporary.100.php:337 views/campaignGallery/list.fo.temporary.100.php:377 views/campaignGallery/list.fo.temporary.100.php:417 views/campaignGallery/list.fo.temporary.100.php:457 views/campaignGallery/list.fo.temporary.100.php:497 views/campaignGallery/list.fo.temporary.100.php:537 views/campaignGallery/list.fo.temporary.100.php:577 views/campaignGallery/list.fo.temporary.100.php:617 views/campaignGallery/list.fo.temporary.100.php:657 views/campaignGallery/list.fo.temporary.121.es_ES.php:57 views/campaignGallery/list.fo.temporary.121.es_ES.php:97 views/campaignGallery/list.fo.temporary.121.es_ES.php:137 views/campaignGallery/list.fo.temporary.121.es_ES.php:177 views/campaignGallery/list.fo.temporary.121.es_ES.php:217 views/campaignGallery/list.fo.temporary.121.es_ES.php:257 views/campaignGallery/list.fo.temporary.121.es_ES.php:297 views/campaignGallery/list.fo.temporary.121.es_ES.php:337 views/campaignGallery/list.fo.temporary.121.es_ES.php:377 views/campaignGallery/list.fo.temporary.121.es_ES.php:417 views/campaignGallery/list.fo.temporary.121.es_ES.php:457 views/campaignGallery/list.fo.temporary.121.es_ES.php:497 views/campaignGallery/list.fo.temporary.121.es_ES.php:537 views/campaignGallery/list.fo.temporary.121.es_ES.php:577 views/campaignGallery/list.fo.temporary.121.es_ES.php:617 views/campaignGallery/list.fo.temporary.121.es_ES.php:657 views/campaignGallery/show.fo.temporary.1001.en_GB.php:8 views/campaignGallery/show.fo.temporary.1001.php:8 views/campaignGallery/show.fo.temporary.1002.en_GB.php:8","Por:","Por:"
"views/campaignGallery/list.fo.temporary.100.en_GB.php:57 views/campaignGallery/list.fo.temporary.100.en_GB.php:97 views/campaignGallery/list.fo.temporary.100.en_GB.php:137 views/campaignGallery/list.fo.temporary.100.en_GB.php:177 views/campaignGallery/list.fo.temporary.100.en_GB.php:217 views/campaignGallery/list.fo.temporary.100.en_GB.php:257 views/campaignGallery/list.fo.temporary.100.en_GB.php:297 views/campaignGallery/list.fo.temporary.100.en_GB.php:337 views/campaignGallery/list.fo.temporary.100.en_GB.php:377 views/campaignGallery/list.fo.temporary.100.en_GB.php:417 views/campaignGallery/list.fo.temporary.100.en_GB.php:457 views/campaignGallery/list.fo.temporary.100.en_GB.php:497 views/campaignGallery/list.fo.temporary.100.en_GB.php:537 views/campaignGallery/list.fo.temporary.100.en_GB.php:577 views/campaignGallery/list.fo.temporary.100.en_GB.php:617 views/campaignGallery/list.fo.temporary.100.en_GB.php:657 views/campaignGallery/list.fo.temporary.100.php:57 views/campaignGallery/list.fo.temporary.100.php:97 views/campaignGallery/list.fo.temporary.100.php:137 views/campaignGallery/list.fo.temporary.100.php:177 views/campaignGallery/list.fo.temporary.100.php:217 views/campaignGallery/list.fo.temporary.100.php:257 views/campaignGallery/list.fo.temporary.100.php:297 views/campaignGallery/list.fo.temporary.100.php:337 views/campaignGallery/list.fo.temporary.100.php:377 views/campaignGallery/list.fo.temporary.100.php:417 views/campaignGallery/list.fo.temporary.100.php:457 views/campaignGallery/list.fo.temporary.100.php:497 views/campaignGallery/list.fo.temporary.100.php:537 views/campaignGallery/list.fo.temporary.100.php:577 views/campaignGallery/list.fo.temporary.100.php:617 views/campaignGallery/list.fo.temporary.100.php:657 views/campaignGallery/list.fo.temporary.121.es_ES.php:57 views/campaignGallery/list.fo.temporary.121.es_ES.php:97 views/campaignGallery/list.fo.temporary.121.es_ES.php:137 views/campaignGallery/list.fo.temporary.121.es_ES.php:177 views/campaignGallery/list.fo.temporary.121.es_ES.php:217 views/campaignGallery/list.fo.temporary.121.es_ES.php:257 views/campaignGallery/list.fo.temporary.121.es_ES.php:297 views/campaignGallery/list.fo.temporary.121.es_ES.php:337 views/campaignGallery/list.fo.temporary.121.es_ES.php:377 views/campaignGallery/list.fo.temporary.121.es_ES.php:417 views/campaignGallery/list.fo.temporary.121.es_ES.php:457 views/campaignGallery/list.fo.temporary.121.es_ES.php:497 views/campaignGallery/list.fo.temporary.121.es_ES.php:537 views/campaignGallery/list.fo.temporary.121.es_ES.php:577 views/campaignGallery/list.fo.temporary.121.es_ES.php:617 views/campaignGallery/list.fo.temporary.121.es_ES.php:657 views/campaignGallery/show.fo.temporary.1001.en_GB.php:29 views/campaignGallery/show.fo.temporary.1001.php:29 views/campaignGallery/show.fo.temporary.1002.en_GB.php:29","Votos:","Votos:"
"views/campaignGallery/list.fo.temporary.100.en_GB.php:65 views/campaignGallery/list.fo.temporary.100.en_GB.php:105 views/campaignGallery/list.fo.temporary.100.en_GB.php:145 views/campaignGallery/list.fo.temporary.100.en_GB.php:185 views/campaignGallery/list.fo.temporary.100.en_GB.php:225 views/campaignGallery/list.fo.temporary.100.en_GB.php:265 views/campaignGallery/list.fo.temporary.100.en_GB.php:305 views/campaignGallery/list.fo.temporary.100.en_GB.php:345 views/campaignGallery/list.fo.temporary.100.en_GB.php:385 views/campaignGallery/list.fo.temporary.100.en_GB.php:425 views/campaignGallery/list.fo.temporary.100.en_GB.php:465 views/campaignGallery/list.fo.temporary.100.en_GB.php:505 views/campaignGallery/list.fo.temporary.100.en_GB.php:545 views/campaignGallery/list.fo.temporary.100.en_GB.php:585 views/campaignGallery/list.fo.temporary.100.en_GB.php:625 views/campaignGallery/list.fo.temporary.100.en_GB.php:665 views/campaignGallery/list.fo.temporary.100.php:65 views/campaignGallery/list.fo.temporary.100.php:105 views/campaignGallery/list.fo.temporary.100.php:145 views/campaignGallery/list.fo.temporary.100.php:185 views/campaignGallery/list.fo.temporary.100.php:225 views/campaignGallery/list.fo.temporary.100.php:265 views/campaignGallery/list.fo.temporary.100.php:305 views/campaignGallery/list.fo.temporary.100.php:345 views/campaignGallery/list.fo.temporary.100.php:385 views/campaignGallery/list.fo.temporary.100.php:425 views/campaignGallery/list.fo.temporary.100.php:465 views/campaignGallery/list.fo.temporary.100.php:505 views/campaignGallery/list.fo.temporary.100.php:545 views/campaignGallery/list.fo.temporary.100.php:585 views/campaignGallery/list.fo.temporary.100.php:625 views/campaignGallery/list.fo.temporary.100.php:665 views/campaignGallery/list.fo.temporary.121.es_ES.php:65 views/campaignGallery/list.fo.temporary.121.es_ES.php:105 views/campaignGallery/list.fo.temporary.121.es_ES.php:145 views/campaignGallery/list.fo.temporary.121.es_ES.php:185 views/campaignGallery/list.fo.temporary.121.es_ES.php:225 views/campaignGallery/list.fo.temporary.121.es_ES.php:265 views/campaignGallery/list.fo.temporary.121.es_ES.php:305 views/campaignGallery/list.fo.temporary.121.es_ES.php:345 views/campaignGallery/list.fo.temporary.121.es_ES.php:385 views/campaignGallery/list.fo.temporary.121.es_ES.php:425 views/campaignGallery/list.fo.temporary.121.es_ES.php:465 views/campaignGallery/list.fo.temporary.121.es_ES.php:505 views/campaignGallery/list.fo.temporary.121.es_ES.php:545 views/campaignGallery/list.fo.temporary.121.es_ES.php:585 views/campaignGallery/list.fo.temporary.121.es_ES.php:625 views/campaignGallery/list.fo.temporary.121.es_ES.php:665 views/campaignGallery/show.fo.temporary.1001.en_GB.php:18 views/campaignGallery/show.fo.temporary.1001.php:18 views/campaignGallery/show.fo.temporary.1002.en_GB.php:18","Gosto!","Curto!"
"views/campaignGallery/list.fo.temporary.100.en_GB.php:72 views/campaignGallery/list.fo.temporary.100.en_GB.php:112 views/campaignGallery/list.fo.temporary.100.en_GB.php:152 views/campaignGallery/list.fo.temporary.100.en_GB.php:192 views/campaignGallery/list.fo.temporary.100.en_GB.php:232 views/campaignGallery/list.fo.temporary.100.en_GB.php:272 views/campaignGallery/list.fo.temporary.100.en_GB.php:312 views/campaignGallery/list.fo.temporary.100.en_GB.php:352 views/campaignGallery/list.fo.temporary.100.en_GB.php:392 views/campaignGallery/list.fo.temporary.100.en_GB.php:432 views/campaignGallery/list.fo.temporary.100.en_GB.php:472 views/campaignGallery/list.fo.temporary.100.en_GB.php:512 views/campaignGallery/list.fo.temporary.100.en_GB.php:552 views/campaignGallery/list.fo.temporary.100.en_GB.php:592 views/campaignGallery/list.fo.temporary.100.en_GB.php:632 views/campaignGallery/list.fo.temporary.100.en_GB.php:672 views/campaignGallery/list.fo.temporary.100.php:72 views/campaignGallery/list.fo.temporary.100.php:112 views/campaignGallery/list.fo.temporary.100.php:152 views/campaignGallery/list.fo.temporary.100.php:192 views/campaignGallery/list.fo.temporary.100.php:232 views/campaignGallery/list.fo.temporary.100.php:272 views/campaignGallery/list.fo.temporary.100.php:312 views/campaignGallery/list.fo.temporary.100.php:352 views/campaignGallery/list.fo.temporary.100.php:392 views/campaignGallery/list.fo.temporary.100.php:432 views/campaignGallery/list.fo.temporary.100.php:472 views/campaignGallery/list.fo.temporary.100.php:512 views/campaignGallery/list.fo.temporary.100.php:552 views/campaignGallery/list.fo.temporary.100.php:592 views/campaignGallery/list.fo.temporary.100.php:632 views/campaignGallery/list.fo.temporary.100.php:672 views/campaignGallery/list.fo.temporary.121.es_ES.php:72 views/campaignGallery/list.fo.temporary.121.es_ES.php:112 views/campaignGallery/list.fo.temporary.121.es_ES.php:152 views/campaignGallery/list.fo.temporary.121.es_ES.php:192 views/campaignGallery/list.fo.temporary.121.es_ES.php:232 views/campaignGallery/list.fo.temporary.121.es_ES.php:272 views/campaignGallery/list.fo.temporary.121.es_ES.php:312 views/campaignGallery/list.fo.temporary.121.es_ES.php:352 views/campaignGallery/list.fo.temporary.121.es_ES.php:392 views/campaignGallery/list.fo.temporary.121.es_ES.php:432 views/campaignGallery/list.fo.temporary.121.es_ES.php:472 views/campaignGallery/list.fo.temporary.121.es_ES.php:512 views/campaignGallery/list.fo.temporary.121.es_ES.php:552 views/campaignGallery/list.fo.temporary.121.es_ES.php:592 views/campaignGallery/list.fo.temporary.121.es_ES.php:632 views/campaignGallery/list.fo.temporary.121.es_ES.php:672 views/campaignGallery/show.fo.temporary.1001.en_GB.php:25 views/campaignGallery/show.fo.temporary.1001.php:25 views/campaignGallery/show.fo.temporary.1002.en_GB.php:25","Já votaste!","Você já votou!"
"views/campaignGallery/show.fo.temporary.1001.en_GB.php:39 views/campaignGallery/show.fo.temporary.1001.php:39 views/campaignGallery/show.fo.temporary.1002.en_GB.php:39","Enviar a amigos","Enviar a amigos"
"views/components/fileUpload.php:19","A enviar... Por favor aguarde.","Enviando... Por favor aguarde."
"views/components/landing_top.php:87 views/components/share_button.php:3","Partilha com os teus amigos:","Recomende a seus amigos:"
"views/components/slider.php:73","Mais informações","Mais informações"
"views/components/teaserRegisterForm.php:34","Email","Email"
"views/components/teaserRegisterForm.php:43","Submeter","Submeter"
"views/components/login/login.php:203","Bem-vindo(a)","Bem-vindo"
"views/components/login/login.php:208 views/components/login/login_1.php:154","Enviar a amigo","Enviar a amigo"
"views/components/login/login.php:239 views/components/login/login_1.php:176","Username ou email","Nome de usuário ou email"
"views/components/login/login.php:241 views/components/login/login_1.php:180","Password","Senha"
"views/components/login/login_1.php:168","Login","Logon"
"views/components/login/login_1.php:186","Lembrar-me","Me lembrar"
"views/components/login/login_1.php:193","Esqueci-me da password","Me esqueci da senha"
"views/components/login/login_1.php:197","Esqueci-me do Username","Me esqueci do login"
"views/components/login/login_1.php:202","...ou logar com:","... ou fazer logon com:"
"views/components/login/login_1.php:208","Iniciar sessão","Fazer logon"
"views/dashboard/header.php:63","Perfil","Perfil"
"views/dashboard/header.php:64","Avaliação","Avaliação"
"views/dashboard/header.php:65","Buzz","Buzz"
"views/dashboard/header.php:66","Histórias","Historiador"
"views/default/default.php:15","Como funciona","Como funciona"
"views/default/logged_in_homepage.php:43","Tens notificações novas! Clica aqui.","Você tem notificações novas! Por favor clique aqui."
"views/default/logged_in_homepage.php:95","Completa o teu perfil.","Complete seu perfil."
"views/default/logged_in_homepage.php:110 views/default/logged_in_homepage.php:119","Ver","Ver"
"views/default/logged_in_homepage.php:124","Pontos totais","Pontos totais"
"views/default/logged_in_homepage.php:126","Código:","Código:"
"views/default/not_logged_in_homepage.php:63","Ver como","Ver como"
"views/error/default.php:24","Tem de fazer Login","Tem de fazer logon"
"views/error/default.php:28","Ups...algo correu mal!","Opa... algo correu mal!"
"views/error/default.php:50","Não está Login","Não fez logon"
"views/error/default.php:52","404","404"
"views/error/default.php:66","Ocorreu um erro inesperado, se o erro persistir contacte o administrador do site.","Houve um erro imprevisto; se o erro continuar, por favor contate o administrador do site."
"views/flags/default.php:7","Ambassadors.com","Ambassadors.com"
"views/landing_page_video/show_video.php:15","Loading the player. Please wait ...","Carregando o reprodutor de video. Por favor aguarde ..."
"views/profile/show.fo.php:71","Completa o teu perfil e ganha 150 pontos incluindo 40 pontos de Bónus.","Complete seu perfil e ganhe 160 pontos, incluindo 40 pontos de bônus."
"views/profile/show.fo.php:73","Completa o teu perfil","Complete seu perfil"
"views/profile/show.fo.php:90 views/profile/show.fo.php:126 views/profile/show.fo.php:215","Pontos","Pontos"
"views/profile/show.fo.php:91","Nível","Nível"
"views/profile/show.fo.php:95","Inscrição de amigos teus com o teu código de convite","Registro de amigos seus com seu código de convite"
"views/profile/show.fo.php:99","Questionários preenchidos","Questionários completados"
"views/profile/show.fo.php:100","Campanhas em que participaste","Campanhas em que você participou"
"views/profile/show.fo.php:102","Inscrição de amigos após recomendação","Registro de amigos após recomendação"
"views/profile/show.fo.php:104","pontos ganhos","pontos ganhos"
"views/profile/show.fo.php:106","%d amigos teus inscreveram-se em embaixadores.com utilizando o teu código de convite","%d amigos seus se registraram em embaixadores.com usando seu código de convite"
"views/profile/show.fo.php:214","Categorias","Categorias"
"views/profile/show.fo.php:220","Ganhos","Ganhos"
"views/profile/show.fo.php:221","Disponíveis","Disponíveis"
"views/profile/show.fo.php:222","Percentagem preenchida","Percentagem completada"
"views/profile/show.fo.php:255","Liga o teu perfil ás redes sociais e expande a tua influência online!","Conecte seu perfil às redes sociais e amplie sua influência online!"
"views/profile/show.fo.php:308","Editar","Editar"
"views/profile_form/show.fo.form.php:115","Parte %d","Parte %d"
"views/questions/free_response_DATE.php:24","Jan","Jan"
"views/questions/free_response_DATE.php:24","Fev","Fev"
"views/questions/free_response_DATE.php:24","Mar","Mar"
"views/questions/free_response_DATE.php:24","Abr","Abr"
"views/questions/free_response_DATE.php:24","Mai","Mai"
"views/questions/free_response_DATE.php:24","Jun","Jun"
"views/questions/free_response_DATE.php:24","Jul","Jul"
"views/questions/free_response_DATE.php:24","Ago","Ago"
"views/questions/free_response_DATE.php:24","Set","Set"
"views/questions/free_response_DATE.php:24","Out","Out"
"views/questions/free_response_DATE.php:24","Nov","Nov"
"views/questions/free_response_DATE.php:24","Dez","Dez"
"views/questions/free_response_DATE.php:25","Janeiro","Janeiro"
"views/questions/free_response_DATE.php:25","Fevereiro","Fevereiro"
"views/questions/free_response_DATE.php:25","Março","Março"
"views/questions/free_response_DATE.php:25","Abril","Abril"
"views/questions/free_response_DATE.php:25","Maio","Maio"
"views/questions/free_response_DATE.php:25","Junho","Junho"
"views/questions/free_response_DATE.php:25","Julho","Julho"
"views/questions/free_response_DATE.php:25","Agosto","Agosto"
"views/questions/free_response_DATE.php:25","Setembro","Setembro"
"views/questions/free_response_DATE.php:25","Outubro","Outubro"
"views/questions/free_response_DATE.php:25","Novembro","Novembro"
"views/questions/free_response_DATE.php:25","Dezembro","Dezembro"
"views/questions/free_response_DATE.php:26","Dom","Dom"
"views/questions/free_response_DATE.php:26","Seg","Seg"
"views/questions/free_response_DATE.php:26","Ter","Ter"
"views/questions/free_response_DATE.php:26","Qua","Qua"
"views/questions/free_response_DATE.php:26","Qui","Qui"
"views/questions/free_response_DATE.php:26","Sex","Sex"
"views/questions/free_response_DATE.php:26","Sab","Sab"
"views/questions/free_response_DATE.php:27","Domingo","Domingo"
"views/questions/free_response_DATE.php:27","Segunda","Segunda"
"views/questions/free_response_DATE.php:27","Terça","Terça"
"views/questions/free_response_DATE.php:27","Quarta","Quarta"
"views/questions/free_response_DATE.php:27","Quinta","Quinta"
"views/questions/free_response_DATE.php:27","Sexta","Sexta"
"views/questions/free_response_DATE.php:27","Sábado","Sábado"
"views/questions/free_response_DATE.php:28","Hoje","Hoje"
"views/questions/free_response_DATE.php:29","X","X"
"views/questions/free_response_DATE.php:30","Seguinte","Seguinte"
"views/questions/free_response_DATE.php:31","Anterior","Anterior"
"views/questions/multiple_choice_multiple_response_checkbox.php:57 views/questions/multiple_choice_single_response_radiobutton.php:45","outra","outra"
"views/questions/question.php:99","Esta pergunta é obrigatória.","Essa pergunta é obrigatória."
"views/registration/default.form.php:39","Embaixadores","Embaixadores"
"views/registration/default.form.php:190 views/registration/default.form.php:192 views/registration/default.form.php:193","Nome próprio","Nome"
"views/registration/default.form.php:202 views/registration/default.form.php:204 views/registration/default.form.php:205","Apelido","Sobrenome"
"views/registration/default.form.php:227 views/registration/default.form.php:229 views/registration/default.form.php:230","Confirmar email","Confirmar email"
"views/registration/default.form.php:255 views/registration/default.form.php:257 views/registration/default.form.php:258","Confirmar password","Confirmar senha"
"views/registration/default.form.php:271 views/registration/default.form.php:274","Código de convite","Código de convite"
"views/registration/default.form.php:273","Se recebeste um código de convite de um amigo, insere-o aqui. Vais ganhar pontos adicionais se o fizeres. Se não tiveres um código de convite deixa o campo vazio e continua.","Se você recebeu um código de convite de um amigo, o digite aqui. Vai ganhar pontos complementares se o fizer. Se você não tem um código de convite, por favor deixe o campo vazio e continue."
"views/registration/default.form.php:288 views/registration/default.form.php:290 views/registration/default.form.php:291","Verificação de SPAM","Verificação de spam:"
"views/registration/default.form.php:310","Insira código","Digite o código:"
"views/registration/default.form.php:313 views/registration/default.form.php:314","Insere aqui o texto que vês ao lado",""
"views/registration/default.form.php:338","Li e aceito a política de","Li e aceito a Política de"
"views/registration/default.form.php:345","Privacidade","Privacidade"
"views/registration/default.form.php:346","Termos e Condições de Utilização","Termos e Condições de Uso"
"views/registration/default.form.php:347","Respeitamos a tua privacidade. Nunca te enviaremos spam ou partilharemos a tua informação pessoal com ninguém sem o teu consentimento.","Respeitamos sua privacidade. Jamais lhe enviaremos spam ou compartilharemos sua informação pessoal com ninguém sem sua autorização."
"views/registration/default.form.php:352","Registar","Registrar"
"views/registration/form_OBSOLET.php:261 views/registration/form_OBSOLET.php:265","Inserir código","Inserir código"
"views/registration/newPasswordPage.form.php:134 views/registration/restor_pass.form.php:120","Confirmar","Confirmar"
"views/survey/list.fo.php:97"," por responder"," por responder"
"views/survey/list.fo.php:108"," respondidos"," respondidos"
"views/survey/list.fo.survey.detailed.php:33 views/survey/list.fo.survey.summary.php:36","De","De"
"views/survey/list.fo.survey.detailed.php:58 views/survey/list.fo.survey.summary.php:61","Ainda não preencheste Relatório WOM","Você ainda não completou o Relato WOM"
"views/survey/list.fo.survey.detailed.php:59 views/survey/list.fo.survey.summary.php:62","You did not fullfill this questionnaire.",""
"views/survey/list.fo.survey.summary.php:34","Clique para deixar de receber questionários desta categoria","Clique para não receber mais questionários dessa categoria"
"views/survey/show.fo.form.inner.page.matrix.php:3","Nunca","Nunca"
"views/survey/show.fo.form.inner.page.matrix.php:4","Diaramente","Diaramente"
"views/survey/show.fo.form.inner.php:287","Página sem questões","Página sem perguntas"
"views/survey/show.fo.form.inner.php:296","salvar","salvar"
"views/survey/show.fo.form.inner.php:328","A gravação dos teus dados no formulário é feita automaticamente.","A gravação de seus dados no formulário é automática."
"views/survey/show.fo.form.inner.php:345","página anterior","página anterior"
"views/survey/show.fo.form.inner.php:350","próxima página","próxima página"
"views/survey/show.fo.form.inner.php:370","%d de %d","%d de %d"
"views/survey/show.fo.form.php:114","Por favor, responde a todas as questões do questionário.","Por favor responda a todas as perguntas do questionário abaixo."
"views/survey/show.fo.form.php:118 views/survey/show.fo.form.php:147","Questionário completo. Obrigado por responderes.","Questionário completo. Obrigado por responder."
"views/survey/show.fo.form.php:127 views/survey/show.fo.form.php:163","Progresso:","Progresso:"
"views/survey/show.fo.form.php:149","Acabaste de ganhar %d pontos!","Você acabou de ganhar %d pontos!"
"views/tellafriend/email_content.php:32","Título:","Título:"
"views/tellafriend/email_content.php:36","Mensagem:","Mensagem:"
"views/tellafriend/email_set_recipients.php:20","Clica aqui","Clique aqui"
"views/tellafriend/email_set_recipients.php:20","para usares o teu editor de email ou (2) preenche os campos.","para usar o seu editor de email ou (2) preencha os campos."
"views/tellafriend/send_email.php:16","Obrigado por partilhar com os teus amigos!","Obrigado por recomendar a seus amigos!"
"views/welcomeEmail/default.php:89","Obrigado pelo tempo que dispensaste para aderir à comunidade","Obrigado pelo tempo que você dedicou para aderir à comunidade"
