"location","source","target"
"controllers/tellafriend.controller.php:260 controllers/tellafriend.controller.php:271","Quanto mais pontos tivermos mais probabilidades temos de ser seleccionados para as campanhas.","Cuantos más puntos tengamos, más oportunidades tendremos de ser seleccionados para las campañas."
"controllers/tellafriend.controller.php:261 controllers/tellafriend.controller.php:272","Até já,","Hasta luego, "
"controllers/tellafriend.controller.php:284 controllers/tellafriend.controller.php:311","Enviar email","Enviar correo electrónico"
"controllers/tellafriend.controller.php:290 controllers/tellafriend.controller.php:317","Redes sociais","Redes sociales"
"to/views/tellafriend.vto.php:35","Enviar","Enviar"
"views/footer.php:57","&copy; 2008 - 2012 Todos os direitos reservados. Embaixadores.com &reg; é uma marca registada da WOM - Marketing Agency, Lda.","&copy; 2008 - 2012 Todos los derechos reservados. Embajadores.com &reg; es una marca registrada de WOM - Marketing Agency, Lda."
"views/html_head_metas_facebook.php:12","Estamos à procura de 20.000 experimentadores de produtos no Brasil.","Buscamos 20.000 probadores de productos en España."
"views/html_head_metas_facebook.php:13","Queres ajudar a renovar tendências? Como embaixador podes transformar-te num autêntico trend setter. Vais poder experimentar produtos das tuas marcas ou produtos preferidos e dar-lhes feedback sobre os mesmos. É tudo muito simples, sem custos e com muita diversão. ","¿Quieres ayudar a renovar las tendencias? Como embajador puedes convertirte en una persona que marque tendencias. Podrás probar tus productos preferidos o de tus marcas favoritas y dar tu opinión sobre ellos. Es todo muy sencillo, sin coste ninguno y con mucha diversión."
"views/ambassadors/pre_activate.php:10","Parabéns.","¡Enhorabuena! "
"views/ambassadors/pre_activate.php:20","O teu registo foi um sucesso.","Tu registro se ha realizado correctamente."
"views/ambassadors/pre_activate.php:24","Dentro de alguns dias receberás novidades no teu email. Entretanto recomenda já o nosso site a todos os teus amigos. Podes ganhar pontos adicionais por cada um que se inscreva através da tua recomendação. Mais pontos são mais possibilidades de receberes convites para as campanhas que são do teu interesse. Não percas tempo!","En pocos días recibirás noticias en tu correo electrónico. Mientras tanto, puedes recomendar nuestro sitio a todos tus amigos. Puedes ganar puntos adicionales por cada uno que se registre a través de tu recomendación. Más puntos significan más posibilidades de recibir invitaciones para las campañas que sean de tu interés. ¡No pierdas el tiempo!"
"views/ambassadors/pre_register_mail.php:58","A equipa de %s","El equipo de %s"
"views/ambassadors/pre_register_mail.php:61","A equipa","El equipo"
"views/ambassadors/pre_register_mail.php:84","Por favor não respondas para este endereço de e-mail. Este é um endereço gerado automaticamente. Se tiveres alguma questão sobre a tua conta, ou acontecer algum erro, por favor envia um e-mail para:","No respondas a este correo electrónico. Este mensaje se ha generado automáticamente. Si tienes alguna pregunta sobre tu cuenta o quieres notificar algún error, envía un correo electrónico a: "
"views/ambassadors/pre_register_mail.php:152","Para ver este email num browser","Para ver este e-mail en un navegador"
"views/ambassadors/pre_register_mail.php:152","clica aqui","haz clic aquí"
"views/ambassadors/pre_register_show_ok.php:7","Parabéns!","¡Enhorabuena! "
"views/ambassadors/pre_register_show_ok.php:8","O teu registo está quase concluído.","Tu registro está casi terminado."
"views/ambassadors/pre_register_show_ok.php:11","Verifica agora o teu email e clica no link que te enviámos para validar a tua conta","Comprueba ahora tu correo electrónico y haz clic en el enlace que te enviamos."
"views/campaign/campaign.header.php:47","De %s até %s.","Desde %s hasta%s."
"views/campaign/campaign.header.php:58","O meu desempenho","Mi rendimiento"
"views/campaign/campaign.header.php:59","Galeria","Galería"
"views/campaign/campaign.header.php:60","Blog","Blog"
"views/campaign/campaign.header.php:61","Informações","Información"
"views/campaign/campaign.header.php:63","Voltar listagem",""
"views/campaign/campaign.header.php:121","Minhas ações","Mis acciones"
"views/campaign/campaign.header.php:124","Material recebido",""
"views/campaign/campaign.header.php:126","Envia a tua opinião","Enviar a un amigo"
"views/campaign/campaign.header.php:127","Visitar site","Visitar sitio web"
"views/campaign/campaign.header.php:129","Questionário inicial","Cuestionario inicial"
"views/campaign/campaign.header.php:131","Relatório WOM","Informe WOM"
"views/campaign/campaign.header.php:133","Questionário final","Cuestionario final"
"views/campaign/campaign.header.php:134","Enviar questionário a amigos","Enviar a un amigo"
"views/campaign/campaign.header.php:137","Questionário A","Cuestionario A"
"views/campaign/campaign.header.php:142","Fala connosco (dúvidas)","Habla con nosotros (preguntas)"
"views/campaign/campaign.header.php:144","CALENDÁRIO:","CALENDARIO:"
"views/campaign/campaign.header.php:145","STATUS:","ESTADO:"
"views/campaign/list.fo.campaign.detailed.php:19 views/campaign/list.fo.campaign.summary.php:21","Entrar","Entrar"
"views/campaign/list.fo.campaign.detailed.php:50 views/campaign/list.fo.campaign.summary.php:52","até","hasta"
"views/campaign/list.fo.campaign.detailed.php:66 views/campaign/list.fo.campaign.summary.php:68","Vale %s pontos","Vale %s puntos"
"views/campaign/list.fo.campaign.summary.php:19","Campanha de experimentação","Campaña de pruebas"
"views/campaign/list.fo.current.php:30","Não existem campanhas.","campañas"
"views/campaign/list.fo.php:170","Ver apenas campanhas em que participo ou participei","Mostrar sólo las campañas en las que participo o he participado"
"views/campaign/list.fo.php:187"," em curso","en marcha"
"views/campaign/list.fo.php:198","Próximas","Próximas"
"views/campaign/list.fo.php:199"," campanhas","campañas"
"views/campaign/list.fo.php:217"," terminadas","cerradas"
"views/campaign/list.fo.php:242","Mostrar vista reduzida","Mostrar vista reducida"
"views/campaign/list.fo.php:243","Mostrar vista estendida","Mostrar vista ampliada"
"views/campaign/list.fo.php:244","Ordenar por data","Ordenar por fecha"
"views/campaign/list.fo.php:245","Ordenar alfabeticamente","Ordenar alfabéticamente"
"views/campaign/list.fo.php:246","Mostrar campanhas de experimentação","Mostrar las campañas de pruebas"
"views/campaign/list.fo.php:247","Mostrar campanhas online (Womcasts)","Mostrar las campañas online (WOMcasts)"
"views/campaign/show.fo.temporary.default.php:11","The Experience",""
"views/campaign/show.fo.temporary.default.php:13","The ambassadors have received:",""
"views/campaign/show.fo.temporary.default.php:15","The Most Fun Photo",""
"views/campaignGallery/list.fo.temporary.100.en_GB.php:10 views/campaignGallery/list.fo.temporary.100.php:10 views/campaignGallery/list.fo.temporary.121.es_ES.php:10","fotos:","fotos:"
"views/campaignGallery/list.fo.temporary.100.en_GB.php:14 views/campaignGallery/list.fo.temporary.100.php:14 views/campaignGallery/list.fo.temporary.121.es_ES.php:14","Submeter fotos","Enviar fotos"
"views/campaignGallery/list.fo.temporary.100.en_GB.php:57 views/campaignGallery/list.fo.temporary.100.en_GB.php:97 views/campaignGallery/list.fo.temporary.100.en_GB.php:137 views/campaignGallery/list.fo.temporary.100.en_GB.php:177 views/campaignGallery/list.fo.temporary.100.en_GB.php:217 views/campaignGallery/list.fo.temporary.100.en_GB.php:257 views/campaignGallery/list.fo.temporary.100.en_GB.php:297 views/campaignGallery/list.fo.temporary.100.en_GB.php:337 views/campaignGallery/list.fo.temporary.100.en_GB.php:377 views/campaignGallery/list.fo.temporary.100.en_GB.php:417 views/campaignGallery/list.fo.temporary.100.en_GB.php:457 views/campaignGallery/list.fo.temporary.100.en_GB.php:497 views/campaignGallery/list.fo.temporary.100.en_GB.php:537 views/campaignGallery/list.fo.temporary.100.en_GB.php:577 views/campaignGallery/list.fo.temporary.100.en_GB.php:617 views/campaignGallery/list.fo.temporary.100.en_GB.php:657 views/campaignGallery/list.fo.temporary.100.php:57 views/campaignGallery/list.fo.temporary.100.php:97 views/campaignGallery/list.fo.temporary.100.php:137 views/campaignGallery/list.fo.temporary.100.php:177 views/campaignGallery/list.fo.temporary.100.php:217 views/campaignGallery/list.fo.temporary.100.php:257 views/campaignGallery/list.fo.temporary.100.php:297 views/campaignGallery/list.fo.temporary.100.php:337 views/campaignGallery/list.fo.temporary.100.php:377 views/campaignGallery/list.fo.temporary.100.php:417 views/campaignGallery/list.fo.temporary.100.php:457 views/campaignGallery/list.fo.temporary.100.php:497 views/campaignGallery/list.fo.temporary.100.php:537 views/campaignGallery/list.fo.temporary.100.php:577 views/campaignGallery/list.fo.temporary.100.php:617 views/campaignGallery/list.fo.temporary.100.php:657 views/campaignGallery/list.fo.temporary.121.es_ES.php:57 views/campaignGallery/list.fo.temporary.121.es_ES.php:97 views/campaignGallery/list.fo.temporary.121.es_ES.php:137 views/campaignGallery/list.fo.temporary.121.es_ES.php:177 views/campaignGallery/list.fo.temporary.121.es_ES.php:217 views/campaignGallery/list.fo.temporary.121.es_ES.php:257 views/campaignGallery/list.fo.temporary.121.es_ES.php:297 views/campaignGallery/list.fo.temporary.121.es_ES.php:337 views/campaignGallery/list.fo.temporary.121.es_ES.php:377 views/campaignGallery/list.fo.temporary.121.es_ES.php:417 views/campaignGallery/list.fo.temporary.121.es_ES.php:457 views/campaignGallery/list.fo.temporary.121.es_ES.php:497 views/campaignGallery/list.fo.temporary.121.es_ES.php:537 views/campaignGallery/list.fo.temporary.121.es_ES.php:577 views/campaignGallery/list.fo.temporary.121.es_ES.php:617 views/campaignGallery/list.fo.temporary.121.es_ES.php:657 views/campaignGallery/show.fo.temporary.1001.en_GB.php:8 views/campaignGallery/show.fo.temporary.1001.php:8 views/campaignGallery/show.fo.temporary.1002.en_GB.php:8","Por:","Por:"
"views/campaignGallery/list.fo.temporary.100.en_GB.php:57 views/campaignGallery/list.fo.temporary.100.en_GB.php:97 views/campaignGallery/list.fo.temporary.100.en_GB.php:137 views/campaignGallery/list.fo.temporary.100.en_GB.php:177 views/campaignGallery/list.fo.temporary.100.en_GB.php:217 views/campaignGallery/list.fo.temporary.100.en_GB.php:257 views/campaignGallery/list.fo.temporary.100.en_GB.php:297 views/campaignGallery/list.fo.temporary.100.en_GB.php:337 views/campaignGallery/list.fo.temporary.100.en_GB.php:377 views/campaignGallery/list.fo.temporary.100.en_GB.php:417 views/campaignGallery/list.fo.temporary.100.en_GB.php:457 views/campaignGallery/list.fo.temporary.100.en_GB.php:497 views/campaignGallery/list.fo.temporary.100.en_GB.php:537 views/campaignGallery/list.fo.temporary.100.en_GB.php:577 views/campaignGallery/list.fo.temporary.100.en_GB.php:617 views/campaignGallery/list.fo.temporary.100.en_GB.php:657 views/campaignGallery/list.fo.temporary.100.php:57 views/campaignGallery/list.fo.temporary.100.php:97 views/campaignGallery/list.fo.temporary.100.php:137 views/campaignGallery/list.fo.temporary.100.php:177 views/campaignGallery/list.fo.temporary.100.php:217 views/campaignGallery/list.fo.temporary.100.php:257 views/campaignGallery/list.fo.temporary.100.php:297 views/campaignGallery/list.fo.temporary.100.php:337 views/campaignGallery/list.fo.temporary.100.php:377 views/campaignGallery/list.fo.temporary.100.php:417 views/campaignGallery/list.fo.temporary.100.php:457 views/campaignGallery/list.fo.temporary.100.php:497 views/campaignGallery/list.fo.temporary.100.php:537 views/campaignGallery/list.fo.temporary.100.php:577 views/campaignGallery/list.fo.temporary.100.php:617 views/campaignGallery/list.fo.temporary.100.php:657 views/campaignGallery/list.fo.temporary.121.es_ES.php:57 views/campaignGallery/list.fo.temporary.121.es_ES.php:97 views/campaignGallery/list.fo.temporary.121.es_ES.php:137 views/campaignGallery/list.fo.temporary.121.es_ES.php:177 views/campaignGallery/list.fo.temporary.121.es_ES.php:217 views/campaignGallery/list.fo.temporary.121.es_ES.php:257 views/campaignGallery/list.fo.temporary.121.es_ES.php:297 views/campaignGallery/list.fo.temporary.121.es_ES.php:337 views/campaignGallery/list.fo.temporary.121.es_ES.php:377 views/campaignGallery/list.fo.temporary.121.es_ES.php:417 views/campaignGallery/list.fo.temporary.121.es_ES.php:457 views/campaignGallery/list.fo.temporary.121.es_ES.php:497 views/campaignGallery/list.fo.temporary.121.es_ES.php:537 views/campaignGallery/list.fo.temporary.121.es_ES.php:577 views/campaignGallery/list.fo.temporary.121.es_ES.php:617 views/campaignGallery/list.fo.temporary.121.es_ES.php:657 views/campaignGallery/show.fo.temporary.1001.en_GB.php:29 views/campaignGallery/show.fo.temporary.1001.php:29 views/campaignGallery/show.fo.temporary.1002.en_GB.php:29","Votos:","Votos:"
"views/campaignGallery/list.fo.temporary.100.en_GB.php:65 views/campaignGallery/list.fo.temporary.100.en_GB.php:105 views/campaignGallery/list.fo.temporary.100.en_GB.php:145 views/campaignGallery/list.fo.temporary.100.en_GB.php:185 views/campaignGallery/list.fo.temporary.100.en_GB.php:225 views/campaignGallery/list.fo.temporary.100.en_GB.php:265 views/campaignGallery/list.fo.temporary.100.en_GB.php:305 views/campaignGallery/list.fo.temporary.100.en_GB.php:345 views/campaignGallery/list.fo.temporary.100.en_GB.php:385 views/campaignGallery/list.fo.temporary.100.en_GB.php:425 views/campaignGallery/list.fo.temporary.100.en_GB.php:465 views/campaignGallery/list.fo.temporary.100.en_GB.php:505 views/campaignGallery/list.fo.temporary.100.en_GB.php:545 views/campaignGallery/list.fo.temporary.100.en_GB.php:585 views/campaignGallery/list.fo.temporary.100.en_GB.php:625 views/campaignGallery/list.fo.temporary.100.en_GB.php:665 views/campaignGallery/list.fo.temporary.100.php:65 views/campaignGallery/list.fo.temporary.100.php:105 views/campaignGallery/list.fo.temporary.100.php:145 views/campaignGallery/list.fo.temporary.100.php:185 views/campaignGallery/list.fo.temporary.100.php:225 views/campaignGallery/list.fo.temporary.100.php:265 views/campaignGallery/list.fo.temporary.100.php:305 views/campaignGallery/list.fo.temporary.100.php:345 views/campaignGallery/list.fo.temporary.100.php:385 views/campaignGallery/list.fo.temporary.100.php:425 views/campaignGallery/list.fo.temporary.100.php:465 views/campaignGallery/list.fo.temporary.100.php:505 views/campaignGallery/list.fo.temporary.100.php:545 views/campaignGallery/list.fo.temporary.100.php:585 views/campaignGallery/list.fo.temporary.100.php:625 views/campaignGallery/list.fo.temporary.100.php:665 views/campaignGallery/list.fo.temporary.121.es_ES.php:65 views/campaignGallery/list.fo.temporary.121.es_ES.php:105 views/campaignGallery/list.fo.temporary.121.es_ES.php:145 views/campaignGallery/list.fo.temporary.121.es_ES.php:185 views/campaignGallery/list.fo.temporary.121.es_ES.php:225 views/campaignGallery/list.fo.temporary.121.es_ES.php:265 views/campaignGallery/list.fo.temporary.121.es_ES.php:305 views/campaignGallery/list.fo.temporary.121.es_ES.php:345 views/campaignGallery/list.fo.temporary.121.es_ES.php:385 views/campaignGallery/list.fo.temporary.121.es_ES.php:425 views/campaignGallery/list.fo.temporary.121.es_ES.php:465 views/campaignGallery/list.fo.temporary.121.es_ES.php:505 views/campaignGallery/list.fo.temporary.121.es_ES.php:545 views/campaignGallery/list.fo.temporary.121.es_ES.php:585 views/campaignGallery/list.fo.temporary.121.es_ES.php:625 views/campaignGallery/list.fo.temporary.121.es_ES.php:665 views/campaignGallery/show.fo.temporary.1001.en_GB.php:18 views/campaignGallery/show.fo.temporary.1001.php:18 views/campaignGallery/show.fo.temporary.1002.en_GB.php:18","Gosto!","Te gusta!"
"views/campaignGallery/list.fo.temporary.100.en_GB.php:72 views/campaignGallery/list.fo.temporary.100.en_GB.php:112 views/campaignGallery/list.fo.temporary.100.en_GB.php:152 views/campaignGallery/list.fo.temporary.100.en_GB.php:192 views/campaignGallery/list.fo.temporary.100.en_GB.php:232 views/campaignGallery/list.fo.temporary.100.en_GB.php:272 views/campaignGallery/list.fo.temporary.100.en_GB.php:312 views/campaignGallery/list.fo.temporary.100.en_GB.php:352 views/campaignGallery/list.fo.temporary.100.en_GB.php:392 views/campaignGallery/list.fo.temporary.100.en_GB.php:432 views/campaignGallery/list.fo.temporary.100.en_GB.php:472 views/campaignGallery/list.fo.temporary.100.en_GB.php:512 views/campaignGallery/list.fo.temporary.100.en_GB.php:552 views/campaignGallery/list.fo.temporary.100.en_GB.php:592 views/campaignGallery/list.fo.temporary.100.en_GB.php:632 views/campaignGallery/list.fo.temporary.100.en_GB.php:672 views/campaignGallery/list.fo.temporary.100.php:72 views/campaignGallery/list.fo.temporary.100.php:112 views/campaignGallery/list.fo.temporary.100.php:152 views/campaignGallery/list.fo.temporary.100.php:192 views/campaignGallery/list.fo.temporary.100.php:232 views/campaignGallery/list.fo.temporary.100.php:272 views/campaignGallery/list.fo.temporary.100.php:312 views/campaignGallery/list.fo.temporary.100.php:352 views/campaignGallery/list.fo.temporary.100.php:392 views/campaignGallery/list.fo.temporary.100.php:432 views/campaignGallery/list.fo.temporary.100.php:472 views/campaignGallery/list.fo.temporary.100.php:512 views/campaignGallery/list.fo.temporary.100.php:552 views/campaignGallery/list.fo.temporary.100.php:592 views/campaignGallery/list.fo.temporary.100.php:632 views/campaignGallery/list.fo.temporary.100.php:672 views/campaignGallery/list.fo.temporary.121.es_ES.php:72 views/campaignGallery/list.fo.temporary.121.es_ES.php:112 views/campaignGallery/list.fo.temporary.121.es_ES.php:152 views/campaignGallery/list.fo.temporary.121.es_ES.php:192 views/campaignGallery/list.fo.temporary.121.es_ES.php:232 views/campaignGallery/list.fo.temporary.121.es_ES.php:272 views/campaignGallery/list.fo.temporary.121.es_ES.php:312 views/campaignGallery/list.fo.temporary.121.es_ES.php:352 views/campaignGallery/list.fo.temporary.121.es_ES.php:392 views/campaignGallery/list.fo.temporary.121.es_ES.php:432 views/campaignGallery/list.fo.temporary.121.es_ES.php:472 views/campaignGallery/list.fo.temporary.121.es_ES.php:512 views/campaignGallery/list.fo.temporary.121.es_ES.php:552 views/campaignGallery/list.fo.temporary.121.es_ES.php:592 views/campaignGallery/list.fo.temporary.121.es_ES.php:632 views/campaignGallery/list.fo.temporary.121.es_ES.php:672 views/campaignGallery/show.fo.temporary.1001.en_GB.php:25 views/campaignGallery/show.fo.temporary.1001.php:25 views/campaignGallery/show.fo.temporary.1002.en_GB.php:25","Já votaste!","¡Has votado!"
"views/campaignGallery/show.fo.temporary.1001.en_GB.php:39 views/campaignGallery/show.fo.temporary.1001.php:39 views/campaignGallery/show.fo.temporary.1002.en_GB.php:39","Enviar a amigos","Enviar a amigos"
"views/components/fileUpload.php:19","A enviar... Por favor aguarde.","Enviando... Espera."
"views/components/landing_top.php:87 views/components/share_button.php:3","Partilha com os teus amigos:","Disfruta y recomienda a tus amigos:"
"views/components/slider.php:73","Mais informações","Más información"
"views/components/teaserRegisterForm.php:34","Email","E-mail"
"views/components/teaserRegisterForm.php:43","Submeter","Enviar"
"views/components/login/login.php:203","Bem-vindo(a)","Bienvenido"
"views/components/login/login.php:208 views/components/login/login_1.php:154","Enviar a amigo","Enviar a un amigo"
"views/components/login/login.php:239 views/components/login/login_1.php:176","Username ou email","Nombre de usuario o correo electrónico"
"views/components/login/login.php:241 views/components/login/login_1.php:180","Password","Contraseña"
"views/components/login/login_1.php:168","Login","Login"
"views/components/login/login_1.php:186","Lembrar-me","Recordarme"
"views/components/login/login_1.php:193","Esqueci-me da password","He olvidado mi contraseña"
"views/components/login/login_1.php:197","Esqueci-me do Username","He olvidado mi nombre de usuario"
"views/components/login/login_1.php:202","...ou logar com:","... o conéctate con:"
"views/components/login/login_1.php:208","Iniciar sessão","Iniciar sesión"
"views/dashboard/header.php:63","Perfil","Perfil"
"views/dashboard/header.php:64","Avaliação","Localización"
"views/dashboard/header.php:65","Buzz","Buzz"
"views/dashboard/header.php:66","Histórias","Historiador"
"views/default/default.php:15","Como funciona","¿Cómo funciona?"
"views/default/logged_in_homepage.php:43","Tens notificações novas! Clica aqui.","¡Tienes notificaciones nuevas! Haz clic aquí."
"views/default/logged_in_homepage.php:95","Completa o teu perfil.","Completa tu perfil."
"views/default/logged_in_homepage.php:110 views/default/logged_in_homepage.php:119","Ver","Ver"
"views/default/logged_in_homepage.php:124","Pontos totais","Total de puntos"
"views/default/logged_in_homepage.php:126","Código:","Código:"
"views/default/not_logged_in_homepage.php:63","Ver como","ver cómo"
"views/error/default.php:24","Tem de fazer Login","Necesitas hacer login"
"views/error/default.php:28","Ups...algo correu mal!","¡Vaya... algo salió mal!"
"views/error/default.php:50","Não está Login","No estás conectado"
"views/error/default.php:52","404","404"
"views/error/default.php:66","Ocorreu um erro inesperado, se o erro persistir contacte o administrador do site.","Se ha producido un error inesperado. Si el error persiste, ponte en contacto con el administrador del sitio."
"views/flags/default.php:7","Ambassadors.com","Ambassadors.com"
"views/landing_page_video/show_video.php:15","Loading the player. Please wait ...","Cargando el reproductor. Por favor aguarde ..."
"views/profile/show.fo.php:71","Completa o teu perfil e ganha 150 pontos incluindo 40 pontos de Bónus.","Completa tu perfil y gana 160 puntos, incluidos 40 puntos de bonificación."
"views/profile/show.fo.php:73","Completa o teu perfil","Completa tu perfil."
"views/profile/show.fo.php:90 views/profile/show.fo.php:126 views/profile/show.fo.php:215","Pontos","Puntos"
"views/profile/show.fo.php:91","Nível","Nivel"
"views/profile/show.fo.php:95","Inscrição de amigos teus com o teu código de convite","Inscribe a tus amigos con tu código de invitación"
"views/profile/show.fo.php:99","Questionários preenchidos","Cuestionarios completados"
"views/profile/show.fo.php:100","Campanhas em que participaste","Campañas en las que has participado"
"views/profile/show.fo.php:102","Inscrição de amigos após recomendação","Inscripción de amigos después de la recomendación"
"views/profile/show.fo.php:104","pontos ganhos","puntos ganados"
"views/profile/show.fo.php:106","%d amigos teus inscreveram-se em embaixadores.com utilizando o teu código de convite","%d de tus amigos entraron en ambassadors.com usando tu código de invitación"
"views/profile/show.fo.php:214","Categorias","Categorías"
"views/profile/show.fo.php:220","Ganhos","Ganancias"
"views/profile/show.fo.php:221","Disponíveis","Disponibles"
"views/profile/show.fo.php:222","Percentagem preenchida","Porcentaje completado"
"views/profile/show.fo.php:255","Liga o teu perfil ás redes sociais e expande a tua influência online!","¡Conecta tu perfil en las redes sociales y amplia tu influencia online!"
"views/profile/show.fo.php:308","Editar","Entrar"
"views/profile_form/show.fo.form.php:115","Parte %d","Parte %d"
"views/questions/free_response_DATE.php:24","Jan","Ene"
"views/questions/free_response_DATE.php:24","Fev","Feb"
"views/questions/free_response_DATE.php:24","Mar","Mar"
"views/questions/free_response_DATE.php:24","Abr","Abr"
"views/questions/free_response_DATE.php:24","Mai","May"
"views/questions/free_response_DATE.php:24","Jun","Jun"
"views/questions/free_response_DATE.php:24","Jul","Jul"
"views/questions/free_response_DATE.php:24","Ago","Ago"
"views/questions/free_response_DATE.php:24","Set","Sep"
"views/questions/free_response_DATE.php:24","Out","Oct"
"views/questions/free_response_DATE.php:24","Nov","Nov"
"views/questions/free_response_DATE.php:24","Dez","Dic"
"views/questions/free_response_DATE.php:25","Janeiro","Enero"
"views/questions/free_response_DATE.php:25","Fevereiro","Febrero"
"views/questions/free_response_DATE.php:25","Março","Marzo"
"views/questions/free_response_DATE.php:25","Abril","Abril"
"views/questions/free_response_DATE.php:25","Maio","Mayo"
"views/questions/free_response_DATE.php:25","Junho","Junio"
"views/questions/free_response_DATE.php:25","Julho","Julio"
"views/questions/free_response_DATE.php:25","Agosto","Agosto"
"views/questions/free_response_DATE.php:25","Setembro","Septiembre"
"views/questions/free_response_DATE.php:25","Outubro","Octubre"
"views/questions/free_response_DATE.php:25","Novembro","Noviembre"
"views/questions/free_response_DATE.php:25","Dezembro","Diciembre"
"views/questions/free_response_DATE.php:26","Dom","Dom"
"views/questions/free_response_DATE.php:26","Seg","Lun"
"views/questions/free_response_DATE.php:26","Ter","Mar"
"views/questions/free_response_DATE.php:26","Qua","Mie"
"views/questions/free_response_DATE.php:26","Qui","Jue"
"views/questions/free_response_DATE.php:26","Sex","Vie"
"views/questions/free_response_DATE.php:26","Sab","Sab"
"views/questions/free_response_DATE.php:27","Domingo","Domingo"
"views/questions/free_response_DATE.php:27","Segunda","Lunes"
"views/questions/free_response_DATE.php:27","Terça","Martes"
"views/questions/free_response_DATE.php:27","Quarta","Miércoles"
"views/questions/free_response_DATE.php:27","Quinta","Jueves"
"views/questions/free_response_DATE.php:27","Sexta","Viernes"
"views/questions/free_response_DATE.php:27","Sábado","Sábado"
"views/questions/free_response_DATE.php:28","Hoje","Hoy"
"views/questions/free_response_DATE.php:29","X","X"
"views/questions/free_response_DATE.php:30","Seguinte","Siguiente"
"views/questions/free_response_DATE.php:31","Anterior","Anterior"
"views/questions/multiple_choice_multiple_response_checkbox.php:57 views/questions/multiple_choice_single_response_radiobutton.php:45","outra","otro"
"views/questions/question.php:99","Esta pergunta é obrigatória.","Esta pregunta es obligatoria."
"views/registration/default.form.php:39","Embaixadores","Embajadores"
"views/registration/default.form.php:190 views/registration/default.form.php:192 views/registration/default.form.php:193","Nome próprio","Nombre"
"views/registration/default.form.php:202 views/registration/default.form.php:204 views/registration/default.form.php:205","Apelido","Apellidos"
"views/registration/default.form.php:227 views/registration/default.form.php:229 views/registration/default.form.php:230","Confirmar email","Confirmar e-mail"
"views/registration/default.form.php:255 views/registration/default.form.php:257 views/registration/default.form.php:258","Confirmar password","Confirmar contraseña"
"views/registration/default.form.php:271 views/registration/default.form.php:274","Código de convite","Código de invitación"
"views/registration/default.form.php:273","Se recebeste um código de convite de um amigo, insere-o aqui. Vais ganhar pontos adicionais se o fizeres. Se não tiveres um código de convite deixa o campo vazio e continua.","Si has recibido un código de invitación de un amigo, introdúcelo aquí. Ganarás puntos adicionales si lo haces. Si no tienes un código de invitación, deja el campo vacío y continúa."
"views/registration/default.form.php:288 views/registration/default.form.php:290 views/registration/default.form.php:291","Verificação de SPAM","Verificación de SPAM:"
"views/registration/default.form.php:310","Insira código","Inserta código:"
"views/registration/default.form.php:313 views/registration/default.form.php:314","Insere aqui o texto que vês ao lado",""
"views/registration/default.form.php:338","Li e aceito a política de","He leído y acepto la política de"
"views/registration/default.form.php:345","Privacidade","Privacidad"
"views/registration/default.form.php:346","Termos e Condições de Utilização","Términos y condiciones de uso"
"views/registration/default.form.php:347","Respeitamos a tua privacidade. Nunca te enviaremos spam ou partilharemos a tua informação pessoal com ninguém sem o teu consentimento.","Respetamos tu privacidad. Nunca te enviaremos spam ni compartiremos tu información personal con nadie sin tu consentimiento."
"views/registration/default.form.php:352","Registar","Registro"
"views/registration/form_OBSOLET.php:261 views/registration/form_OBSOLET.php:265","Inserir código","Introducir código"
"views/registration/newPasswordPage.form.php:134 views/registration/restor_pass.form.php:120","Confirmar","Confirmar"
"views/survey/list.fo.php:97"," por responder","sin responder"
"views/survey/list.fo.php:108"," respondidos","respondido"
"views/survey/list.fo.survey.detailed.php:33 views/survey/list.fo.survey.summary.php:36","De","Desde"
"views/survey/list.fo.survey.detailed.php:58 views/survey/list.fo.survey.summary.php:61","Ainda não preencheste Relatório WOM","Todavía no has rellenado el informe de WOM"
"views/survey/list.fo.survey.detailed.php:59 views/survey/list.fo.survey.summary.php:62","You did not fullfill this questionnaire.",""
"views/survey/list.fo.survey.summary.php:34","Clique para deixar de receber questionários desta categoria","Haz clic aquí para dejar de recibir cuestionarios de esta categoría"
"views/survey/show.fo.form.inner.page.matrix.php:3","Nunca","Nunca"
"views/survey/show.fo.form.inner.page.matrix.php:4","Diaramente","Diariamente"
"views/survey/show.fo.form.inner.php:287","Página sem questões","Página sin preguntas"
"views/survey/show.fo.form.inner.php:296","salvar","guardar"
"views/survey/show.fo.form.inner.php:328","A gravação dos teus dados no formulário é feita automaticamente.","La grabación de tus datos en el formulario se realiza automáticamente."
"views/survey/show.fo.form.inner.php:345","página anterior","página anterior"
"views/survey/show.fo.form.inner.php:350","próxima página","página siguiente"
"views/survey/show.fo.form.inner.php:370","%d de %d","%d de %d"
"views/survey/show.fo.form.php:114","Por favor, responde a todas as questões do questionário.","Contesta a todas las preguntas del cuestionario."
"views/survey/show.fo.form.php:118 views/survey/show.fo.form.php:147","Questionário completo. Obrigado por responderes.","Cuestionario terminado. Gracias por contestar."
"views/survey/show.fo.form.php:127 views/survey/show.fo.form.php:163","Progresso:","Progreso:"
"views/survey/show.fo.form.php:149","Acabaste de ganhar %d pontos!","¡Acabas de ganar %d puntos!"
"views/tellafriend/email_content.php:32","Título:","Título:"
"views/tellafriend/email_content.php:36","Mensagem:","Mensaje:"
"views/tellafriend/email_set_recipients.php:20","Clica aqui","Haz clic aquí"
