"location","source","target"
"controllers/registration.controller.php:262","registration::edit::profile::html_desc - You can directly edit your first, and last name. And you can use the links provided to change you login or you password.","Μπορείς να αλλάξεις απευθείας το όνομα και το επώνυμό σου και μπορείς να χρησιμοποιήσεις τα links για να αλλάξεις τα στοιχεία λογαριασμού και τον κωδικό πρόσβασης"
"controllers/registration.controller.php:448","registration::register::submit::submit_succeded - Registo bem sucedido","Η εγγραφή σου ήταν επιτυχής"
"controllers/registration.controller.php:449","registration::register::submit::confirmation_mail_sended - Verifica o teu email e clica no link enviado.","Τσέκαρε το email σου και πάτα το link που σου στείλαμε"
"controllers/registration.controller.php:515","Alteração de registo bem sucedida","Τα στοιχεία εγγραφής σου ανανεώθηκαν με επιτυχία"
"controllers/registration.controller.php:558","registration::update_mail_submit::introdunction - Click this link to update your email."," "
"controllers/registration.controller.php:559","registration::update_mail_submit::thanks_note - Thank You"," "
"controllers/registration.controller.php:567","registration::update_mail_submit::mail_subject Mail update requested ","Επεξεργασία εγγραφής"
"controllers/registration.controller.php:572","registration::update_mail_submit::send_mail_failure - Something went wrong while sending you a confirmation email.","Oops!"
"controllers/registration.controller.php:576","registration::update_mail_submit::send_mail_sucess - Success.","Τσέκαρε το email σου και πάτα το link που σου στείλαμε"
"controllers/registration.controller.php:585 controllers/registration.controller.php:590","registration::update_mail_submit::generic_failure - Something went wrong.","Oops!"
"controllers/registration.controller.php:624","registration::update_mail_confirm::update_succeded - Your registration was updated","Τα στοιχεία εγγραφής σου ανανεώθηκαν με επιτυχία"
"controllers/registration.controller.php:633 controllers/registration.controller.php:642 controllers/registration.controller.php:649","registration::update_mail_confirm::update_failed - Your registration was not updated","Oops!"
"controllers/registration.controller.php:734 controllers/registration.controller.php:762","Email inválido.",""
"controllers/registration.controller.php:738 controllers/registration.controller.php:750","Campo de preenchimento obrigatorio.",""
"controllers/registration.controller.php:746","os mails devem ser iguais.",""
"controllers/registration.controller.php:776","Ambassador code is required",""
"controllers/registration.controller.php:784 controllers/registration.controller.php:790 controllers/registration.controller.php:824 controllers/registration.controller.php:880 controllers/registration.controller.php:957 controllers/registration.controller.php:998 controllers/registration.controller.php:1044 controllers/registration.controller.php:1065 controllers/registration.controller.php:1072","Tem de introduzir um email válido.","Η διεύθυνση email είναι λανθασμένη."
"controllers/registration.controller.php:809","Invalide code",""
"controllers/registration.controller.php:844 controllers/registration.controller.php:849 controllers/registration.controller.php:868","A introdução do nome é obrigatória.","Η ερώτηση είναι απαραίτητη."
"controllers/registration.controller.php:863","Existem erros de preenchimento que devem ser corrigidos para poder continuar.","Υπάρχουν σφάλματα που πρέπει να διορθωθούν. Χρειάζεται συμπλήρωση για τη συνέχεια."
"controllers/registration.controller.php:874","A introdução do apelido é obrigatória.","Η ερώτηση είναι απαραίτητη."
"controllers/registration.controller.php:886","A password tem de ter no mínimo 6 caracteres","Το συνθηματικό πρέπει να έχει τουλάχιστον 6 χαρακτήρες"
"controllers/registration.controller.php:893","Erro na confirmação de email.","Σφάλμα στην επικύρωση του email."
"controllers/registration.controller.php:894","Este email está incorreto.","Η διεύθυνση email είναι λάθος."
"controllers/registration.controller.php:899","Erro na confirmação da password.","Σφάλμα στην επικύρωση του συνθηματικού."
"controllers/registration.controller.php:905","Necessita aceitar os termos","Χρεάζεται αποδοχή των όρων."
"controllers/registration.controller.php:920","Este email já existe no sistema.","Η διεύθυνση email υπάρχει ήδη στο σύστημα."
"controllers/registration.controller.php:933","Código errado.","Μη έγκυρος κωδικός."
"controllers/registration.controller.php:1293 controllers/registration.controller.php:1330","Olá","Γεια σου."
"controllers/registration.controller.php:1294 controllers/registration.controller.php:1331","Estás apenas a um passo de completar o processo de registo.","Είσαι μόλις ένα βήμα πριν την ολοκλήρωση της διαδικασίας εγγραφής."
"controllers/registration.controller.php:1295 controllers/registration.controller.php:1332","Para terminar clica no link seguinte para confirmares a criação da tua conta:","Κάνε κλικ στο παρακάτω link για να επιβεβαιώσεις τη δημιουργία του λογαριασμού σου: "
"controllers/registration.controller.php:1296 controllers/registration.controller.php:1333","Link de activação","Activation Link"
"controllers/registration.controller.php:1297 controllers/registration.controller.php:1334","Aproveita e activa este e-mail como &ldquo;Safe/Not junk&rdquo; para que possas continuar a receber e-mails nossos e a participar nas campanhas e estudos que temos para ti.","Θυμήσου να χαρακτηρίσεις αυτό το email ως &ldquo;Ασφαλές/Μη Ανεπιθύμητο&ldquo; και να το προσθέσεις στη λίστα επαφών σου, έτσι ώστε να μπορείς να λαμβάνεις email από εμάς και να συμμετέχεις στις καμπάνιες και έρευνες που θα έχουμε ετοιμάσει για σένα. "
"controllers/registration.controller.php:1298 controllers/registration.controller.php:1335","Obrigado","Ευχαριστούμε"
"controllers/registration.controller.php:1361","Obrigado pelo tempo que dispensaste para aderir à comunidade %s.","Ευχαριστούμε για το χρόνο που αφιέρωσες για να γίνεις μέλος στην κοινότητά μας %s."
"controllers/registration.controller.php:1363","Obrigado pelo tempo que dispensaste para aderir à comunidade.","Ευχαριστούμε για το χρόνο που αφιέρωσες για να γίνεις μέλος στην κοινότητά μας."
"controllers/survey.controller.php:163","Achas que és um principiante","Αρχάριος"
"controllers/survey.controller.php:164","Um bom conselheiro","Καλός σύμβουλος"
"controllers/survey.controller.php:165","Um ótimo conselheiro","Πολύ καλός σύμβουλος"
"controllers/survey.controller.php:166","Um especialista","Ειδικός"
"controllers/survey.controller.php:171","Diariamente","Καθημερινά"
"controllers/survey.controller.php:172","3 Vezes por semana","3 φορές την εβδομάδα"
"controllers/survey.controller.php:173","2 Vezes por semana","2 φορές την εβδομάδα"
"controllers/survey.controller.php:174","1 Vez por semana","1 φορά την εβδομάδα"
"controllers/survey.controller.php:175","2 Vezes por mês","2 φορές το μήνα"
"controllers/survey.controller.php:176","1 Vez por mês","1 φορά το μήνα"
"controllers/survey.controller.php:177","4 Vezes por ano","4 φορές το χρόνο"
"controllers/survey.controller.php:178","2 Vezes por ano","2 φορές το χρόνο"
"controllers/survey.controller.php:179","1 Vez por ano","Μία φορά το χρόνο"
"controllers/survey.controller.php:180","Não pratico","Δεν ασχολούμαι"
"controllers/survey.controller.php:187","profile::social_network::time_spent - All day long","Όλη μέρα"
"controllers/survey.controller.php:188","profile::social_network::time_spent - Once a day","Μία φορά την ημέρα"
"controllers/survey.controller.php:189","profile::social_network::time_spent - 3 times a week","3 φορές την εβδομάδα"
"controllers/survey.controller.php:190","profile::social_network::time_spent - Twice a week","2 φορές την εβδομάδα"
"controllers/survey.controller.php:191","profile::social_network::time_spent - Once a week","Μία φορά την εβδομάδα"
"controllers/survey.controller.php:192","profile::social_network::time_spent - Twice a month","2 φορές το μήνα"
"controllers/survey.controller.php:193","profile::social_network::time_spent - Once a month","Μία φορά το μήνα"
"controllers/survey.controller.php:194","profile::social_network::time_spent - 4 times a year","4 φορές το χρόνο"
"controllers/survey.controller.php:195","profile::social_network::time_spent - Twice a year","2 φορές το χρόνο"
"controllers/survey.controller.php:196","profile::social_network::time_spent - Once a year","Μία φορά το χρόνο"
"controllers/survey.controller.php:201","profile::social_network::behaviour - I follow other people posts","Ακολουθώ τις αναρτήσεις άλλων"
"controllers/survey.controller.php:202","profile::social_network::behaviour - I write posts on a regular basis","Γράφω αναρτήσεις τακτικά"
"controllers/survey.controller.php:203","profile::social_network::behaviour - I comment the posts that other people publish","Αφήνω σχόλια σε αναρτήσεις άλλων"
"controllers/survey.controller.php:208","profile::social_network::contacts_quantity - Less than 100","Λιγότερους από 100"
"controllers/survey.controller.php:209","profile::social_network::contacts_quantity - Between 100 and 200","Μεταξύ 100 και 200"
"controllers/survey.controller.php:210","profile::social_network::contacts_quantity - Between 200 and 300","Μεταξύ 200 και 300"
"controllers/survey.controller.php:211","profile::social_network::contacts_quantity - Between 300 and 400","Μεταξύ 300 και 400"
"controllers/survey.controller.php:212","profile::social_network::contacts_quantity - Between 400 and 500","Μεταξύ 400 και 500"
"controllers/survey.controller.php:213","profile::social_network::contacts_quantity - Between 500 and 1.000","Μεταξύ 500 και 1.000"
"controllers/survey.controller.php:214","profile::social_network::contacts_quantity - Between 1.000 and 1.500","Μεταξύ 1.000 και 1.500"
"controllers/survey.controller.php:215","profile::social_network::contacts_quantity - Between 1.500 and 2.000","Μεταξύ 1.500 και 2.000"
"controllers/survey.controller.php:216","profile::social_network::contacts_quantity - Between 2.000 and 3.000","Μεταξύ 2.000 και 3.000"
"controllers/survey.controller.php:217","profile::social_network::contacts_quantity - Between 3.000 and 4.000","Μεταξύ 3.000 και 4.000"
"controllers/survey.controller.php:218","profile::social_network::contacts_quantity - Between 4.000 and 5.000","Μεταξύ 4.000 και 5.000"
"controllers/survey.controller.php:219","profile::social_network::contacts_quantity - Between 5.000 and 10.000","Μεταξύ 5.000 και 10.000"
"controllers/survey.controller.php:220","profile::social_network::contacts_quantity - More than 10.000","Περισσότερους από 10.000"
"controllers/survey.controller.php:1713","Success.",""
"controllers/survey.controller.php:1737","survey::question::file_upload::invalid_file_size - Invalid file size %d should be smaller than than 120000 bytes (12 Kb). Please resize it or use another.","Invalid file size %d should be smaller than than 120000 bytes (120 Kb). Please resize it or use another."
"controllers/survey.controller.php:1752","survey::question::file_upload::invalid_file_type - Invalid file type %d. Please use another.","Invalid file type %d. Please use another."
"controllers/survey.controller.php:1765","survey::question::file_upload::unspecified_error_default_error_msg - An error occurred while processing your upload. Try again."," An error occurred while processing your upload. Try again."
"controllers/tellafriend.controller.php:118","Por favor insere o email com que te registaste na nossa comunidade.","Γράψε το email με το οποίο γράφτηκες στην κοινότητά μας."
"controllers/tellafriend.controller.php:119","Ao fazê-lo poderás ganhar pontos para a tua conta, por cada amigo teu que se registe.","Έτσι μπορείς να κερδίσεις πόντους στο λογαριασμό σου για κάθε φίλο σου που θα γράφεται. "
"controllers/tellafriend.controller.php:120","Quanto mais pontos tiveres mais probabilidades tens de ser seleccionado para as campanhas que realmente te interessam.","Όσους περισσότερους πόντους έχεις, τόσες περισσότερες ευκαιρίες θα έχεις να σε επιλέξουμε για τις καμπάνιες που πραγματικά σε ενδιαφέρουν. "
"controllers/tellafriend.controller.php:121","Atenção: para ganhares os pontos terás que ter a tua conta registada.","Προσοχή: πρέπει να είσαι εγγεγραμμένο μέλος για να κερδίσεις πόντους. "
"controllers/tellafriend.controller.php:169","Configura a tua mensagem","Γράψε το μήνυμά σου:"
"controllers/tellafriend.controller.php:177","Tens de preencher pelo menos um endereço de email.","Πρέπει να συμπληρώσεις τουλάχιστον μία διεύθυνση email."
"controllers/tellafriend.controller.php:226","Foi enviado um email para %s","Στείλαμε ένα email στον/στην %s"
"controllers/tellafriend.controller.php:302","Junta-te já","Γίνε μέλος τώρα"
"controllers/tellafriend.controller.php:307 controllers/tellafriend.controller.php:333","Olá,","Γεια σου, "
"controllers/tellafriend.controller.php:310 controllers/tellafriend.controller.php:334","Vê já este site que te vai interessar.","Αυτό το site μπορεί να σε ενδιαφέρει. "
"controllers/tellafriend.controller.php:311 controllers/tellafriend.controller.php:335","É uma comunidade onde podes experimentar produtos e serviços das tuas marcas preferidas gratuitamente.","Είναι μια κοινότητα όπου μπορείς να δοκιμάζεις δωρεάν προϊόντα και υπηρεσίες από τα αγαπημένα σου brands."
"controllers/tellafriend.controller.php:312 controllers/tellafriend.controller.php:336","Eu já sou membro.","Εγώ είμαι ήδη μέλος. "
"controllers/tellafriend.controller.php:323 controllers/tellafriend.controller.php:338","Regista-te usando este link - %s - e ambos ganharemos pontos para a nossa conta.","Μπορείς να κάνεις εγγραφή πατώντας το παρακάτω link:  %s"
"controllers/tellafriend.controller.php:326 controllers/tellafriend.controller.php:340","Quanto mais pontos tivermos mais probabilidades temos de ser seleccionados para as campanhas.","Όσο περισσότερους πόντους έχουμε, τόσες περισσότερες ευκαιρίες θα έχουμε να μας επιλέξουν για τις καμπάνιες."
"controllers/tellafriend.controller.php:328 controllers/tellafriend.controller.php:341","Até já,"," "
"controllers/tellafriend.controller.php:353 controllers/tellafriend.controller.php:380","Enviar email","Αποστολή email"
"controllers/tellafriend.controller.php:359 controllers/tellafriend.controller.php:386","Redes sociais","Πλατφόρμες κοινωνικής δικτύωσης"
"model/survey_questions.model.php:8","(seleccione uma opcao)","(Διάλεξε από τη λίστα)"
"to/views/tellafriend.vto.php:35","Enviar","Αποστολή"
"views/footer.php:57","&copy; 2008 - 2012 Todos os direitos reservados. Embaixadores.com &reg; é uma marca registada da WOM - Marketing Agency, Lda.","Copyright: © 2012. Με επιφύλαξη κάθε νόμιμου δικαιώματος. Το Ambassadors.com είναι σήμα κατατεθέν της WOM - Marketing Agency, Ltd."
"views/header.php:85","Enviar a amigo","Στείλτο σε ένα φίλο"
"views/html_head_metas_facebook.php:12","Estamos à procura de 20.000 experimentadores de produtos no Brasil.","Αναζητούμε 5.000 από εσάς για δοκιμές προϊόντων στην Ελλάδα."
"views/html_head_metas_facebook.php:13","Queres ajudar a renovar tendências? Como embaixador podes transformar-te num autêntico trend setter. Vais poder experimentar produtos das tuas marcas ou produtos preferidos e dar-lhes feedback sobre os mesmos. É tudo muito simples, sem custos e com muita diversão. ","Θέλεις να βοηθήσεις στην ανανέωση των τάσεων; Σαν ambassador, θα μπορείς εσύ να διαμορφώνεις τις τάσεις. Θα μπορείς να δοκιμάζεις τα προϊόντα των αγαπημένων σου brands και να λες τη γνώμη σου για αυτά. Είναι πολύ απλό, χωρίς κόστος και πολύ διασκεδαστικό. "
"views/ambassadors/pre_activate.php:10","Parabéns.","Συγχαρητήρια."
"views/ambassadors/pre_activate.php:20","O teu registo foi um sucesso.","Η εγγραφή σου ήταν επιτυχής."
"views/ambassadors/pre_activate.php:24","Dentro de alguns dias receberás novidades no teu email. Entretanto recomenda já o nosso site a todos os teus amigos. Podes ganhar pontos adicionais por cada um que se inscreva através da tua recomendação. Mais pontos são mais possibilidades de receberes convites para as campanhas que são do teu interesse. Não percas tempo!","Σε λίγες μέρες θα λάβεις ενημερώσεις στο email σου. Στο μεταξύ, μπορείς να συστήσεις το site μας σε όλους σου τους φίλους. Μπορείς να κερδίσεις επιπλέον πόντους για κάθε φίλο που θα εγγραφεί μέσω της σύστασής σου. Όσους περισσότερους πόντους έχεις, τόσο πιο πολλές ευκαιρίες θα έχεις να λάβεις πρόσκληση για καμπάνιες που σε ενδιαφέρουν. Μη χάνεις χρόνο! "
"views/ambassadors/pre_register_mail.php:58","A equipa de %s","Η Ελληνική ομάδα του %s"
"views/ambassadors/pre_register_mail.php:61","A equipa","Η Ελληνική ομάδα του WOM"
"views/ambassadors/pre_register_mail.php:84","Por favor não respondas para este endereço de e-mail. Este é um endereço gerado automaticamente. Se tiveres alguma questão sobre a tua conta, ou acontecer algum erro, por favor envia um e-mail para:","Παρακαλούμε μην απαντήσεις σε αυτό το email. Είναι μια διεύθυνση που δημιουργήθηκε αυτόματα. Αν έχεις κάποια ερώτηση σχετικά με το λογαριασμό σου ή θέλεις να αναφέρεις κάποιο σφάλμα, παρακαλούμε στείλε μας email στη διεύθυνση:"
"views/ambassadors/pre_register_mail.php:152","Para ver este email num browser","Για να δεις αυτό το email σε WEB browser"
"views/ambassadors/pre_register_mail.php:152","clica aqui","Κάνε κλικ εδώ"
"views/ambassadors/pre_register_show_ok.php:7","Parabéns!","Συγχαρητήρια!"
"views/ambassadors/pre_register_show_ok.php:8","O teu registo está quase concluído.","Η εγγραφή σου έχει σχεδόν ολοκληρωθεί."
"views/ambassadors/pre_register_show_ok.php:11","Verifica agora o teu email e clica no link que te enviámos para validar a tua conta","Δες το mail σου τώρα και κάνε κλικ στο link που σου στείλαμε για να επικυρώσεις το λογαριασμό σου."
"views/campaign/campaign.header.php:83","De %s até %s.","από %s στο %s"
"views/campaign/campaign.header.php:94","O meu desempenho","Οι επιδόσεις μου"
"views/campaign/campaign.header.php:95","Galeria","Συλλογή φωτογραφιών"
"views/campaign/campaign.header.php:96","Blog","Blog"
"views/campaign/campaign.header.php:97","Informações","Πληροφορίες "
"views/campaign/campaign.header.php:99","Voltar listagem",""
"views/campaign/campaign.header.php:157","Minhas ações","Οι δράσεις μου"
"views/campaign/campaign.header.php:160","Material recebido",""
"views/campaign/campaign.header.php:162","Envia a tua opinião","Eπάγγελμα"
"views/campaign/campaign.header.php:163","Visitar site",""
"views/campaign/campaign.header.php:165","Questionário inicial","Τελικό ερωτηματολόγιο"
"views/campaign/campaign.header.php:167","Relatório WOM","Αναφορά WOM"
"views/campaign/campaign.header.php:169","Questionário final","Τελικό ερωτηματολόγιο"
"views/campaign/campaign.header.php:170","Enviar questionário a amigos","Ερωτηματολόγιο για φίλους"
"views/campaign/campaign.header.php:173","Questionário A","Ερωτηματολόγια A"
"views/campaign/campaign.header.php:178","Fala connosco (dúvidas)","Μίλησέ μας (ερωτήσεις)"
"views/campaign/campaign.header.php:180","CALENDÁRIO:","ΗΜΕΡΟΛΟΓΙΟ: "
"views/campaign/campaign.header.php:181","STATUS:","ΣΤΑΤΟΥΣ: "
"views/campaign/list.fo.campaign.detailed.php:19 views/campaign/list.fo.campaign.summary.php:21","Entrar","Είσοδος"
"views/campaign/list.fo.campaign.detailed.php:57 views/campaign/list.fo.campaign.summary.php:58","até","σε"
"views/campaign/list.fo.campaign.detailed.php:73 views/campaign/list.fo.campaign.summary.php:74","Vale %s pontos","Αξίζει %s πόντους"
"views/campaign/list.fo.campaign.summary.php:19","Campanha de experimentação","Δοκιμαστικές καμπάνιες"
"views/campaign/list.fo.current.php:30 views/campaign/list.fo.next.php:30 views/campaign/list.fo.past.php:30","Não existem campanhas.","Δεν υπάρχουν διαθέσιμες καμπάνιες"
"views/campaign/list.fo.php:188","Ver apenas campanhas em que participo ou participei","Εμφάνισε μόνο τις καμπάνιες στις οποίες συμμετέχω ή έχω συμμετάσχει"
"views/campaign/list.fo.php:254"," em curso","τρέχουσες"
"views/campaign/list.fo.php:255","Próximas","Επόμενες"
"views/campaign/list.fo.php:256","Terminadas","που έχουν ολοκληρωθεί"
"views/campaign/list.fo.php:271","Mostrar vista reduzida","Εμφάνιση περιορισμένης προβολής"
"views/campaign/list.fo.php:272","Mostrar vista estendida","Εμφάνιση εκτεταμένης προβολής"
"views/campaign/list.fo.php:273","Ordenar por data","Ταξινόμηση κατά ημερομηνία"
"views/campaign/list.fo.php:274","Ordenar alfabeticamente","Ταξινόμηση με αλφαβητική σειρά"
"views/campaign/list.fo.php:275","Mostrar campanhas de experimentação","Εμφάνιση δοκιμαστικών καμπανιών"
"views/campaign/list.fo.php:276","Mostrar campanhas online (Womcasts)","Εμφάνιση online καμπανιών (WOMCasts)"
"views/campaign/show.fo.body.php:11","The Experience",""
"views/campaign/show.fo.body.php:13","The ambassadors have received:",""
"views/campaign/show.fo.body.php:15","The Most Fun Photo",""
"views/campaignGallery/list.fo.temporary.100.en_GB.php:10 views/campaignGallery/list.fo.temporary.100.php:10 views/campaignGallery/list.fo.temporary.121.es_ES.php:10 views/campaignGallery/list.fo.temporary.366.en_GB.php:10","fotos:","φωτογραφίες:"
"views/campaignGallery/list.fo.temporary.100.en_GB.php:14 views/campaignGallery/list.fo.temporary.100.php:14 views/campaignGallery/list.fo.temporary.121.es_ES.php:14 views/campaignGallery/list.fo.temporary.366.en_GB.php:14","Submeter fotos","Υποβολή φωτογραφιών"
"views/campaignGallery/list.fo.temporary.100.en_GB.php:57 views/campaignGallery/list.fo.temporary.100.en_GB.php:97 views/campaignGallery/list.fo.temporary.100.en_GB.php:137 views/campaignGallery/list.fo.temporary.100.en_GB.php:177 views/campaignGallery/list.fo.temporary.100.en_GB.php:217 views/campaignGallery/list.fo.temporary.100.en_GB.php:257 views/campaignGallery/list.fo.temporary.100.en_GB.php:297 views/campaignGallery/list.fo.temporary.100.en_GB.php:337 views/campaignGallery/list.fo.temporary.100.en_GB.php:377 views/campaignGallery/list.fo.temporary.100.en_GB.php:417 views/campaignGallery/list.fo.temporary.100.en_GB.php:457 views/campaignGallery/list.fo.temporary.100.en_GB.php:497 views/campaignGallery/list.fo.temporary.100.en_GB.php:537 views/campaignGallery/list.fo.temporary.100.en_GB.php:577 views/campaignGallery/list.fo.temporary.100.en_GB.php:617 views/campaignGallery/list.fo.temporary.100.en_GB.php:657 views/campaignGallery/list.fo.temporary.100.php:57 views/campaignGallery/list.fo.temporary.100.php:97 views/campaignGallery/list.fo.temporary.100.php:137 views/campaignGallery/list.fo.temporary.100.php:177 views/campaignGallery/list.fo.temporary.100.php:217 views/campaignGallery/list.fo.temporary.100.php:257 views/campaignGallery/list.fo.temporary.100.php:297 views/campaignGallery/list.fo.temporary.100.php:337 views/campaignGallery/list.fo.temporary.100.php:377 views/campaignGallery/list.fo.temporary.100.php:417 views/campaignGallery/list.fo.temporary.100.php:457 views/campaignGallery/list.fo.temporary.100.php:497 views/campaignGallery/list.fo.temporary.100.php:537 views/campaignGallery/list.fo.temporary.100.php:577 views/campaignGallery/list.fo.temporary.100.php:617 views/campaignGallery/list.fo.temporary.100.php:657 views/campaignGallery/list.fo.temporary.121.es_ES.php:57 views/campaignGallery/list.fo.temporary.121.es_ES.php:97 views/campaignGallery/list.fo.temporary.121.es_ES.php:137 views/campaignGallery/list.fo.temporary.121.es_ES.php:177 views/campaignGallery/list.fo.temporary.121.es_ES.php:217 views/campaignGallery/list.fo.temporary.121.es_ES.php:257 views/campaignGallery/list.fo.temporary.121.es_ES.php:297 views/campaignGallery/list.fo.temporary.121.es_ES.php:337 views/campaignGallery/list.fo.temporary.121.es_ES.php:377 views/campaignGallery/list.fo.temporary.121.es_ES.php:417 views/campaignGallery/list.fo.temporary.121.es_ES.php:457 views/campaignGallery/list.fo.temporary.121.es_ES.php:497 views/campaignGallery/list.fo.temporary.121.es_ES.php:537 views/campaignGallery/list.fo.temporary.121.es_ES.php:577 views/campaignGallery/list.fo.temporary.121.es_ES.php:617 views/campaignGallery/list.fo.temporary.121.es_ES.php:657 views/campaignGallery/list.fo.temporary.366.en_GB.php:57 views/campaignGallery/list.fo.temporary.366.en_GB.php:97 views/campaignGallery/list.fo.temporary.366.en_GB.php:137 views/campaignGallery/list.fo.temporary.366.en_GB.php:177 views/campaignGallery/list.fo.temporary.366.en_GB.php:217 views/campaignGallery/list.fo.temporary.366.en_GB.php:257 views/campaignGallery/list.fo.temporary.366.en_GB.php:297 views/campaignGallery/list.fo.temporary.366.en_GB.php:337 views/campaignGallery/list.fo.temporary.366.en_GB.php:377 views/campaignGallery/list.fo.temporary.366.en_GB.php:417 views/campaignGallery/list.fo.temporary.366.en_GB.php:457 views/campaignGallery/list.fo.temporary.366.en_GB.php:497 views/campaignGallery/list.fo.temporary.366.en_GB.php:537 views/campaignGallery/list.fo.temporary.366.en_GB.php:577 views/campaignGallery/list.fo.temporary.366.en_GB.php:617 views/campaignGallery/list.fo.temporary.366.en_GB.php:657 views/campaignGallery/show.fo.temporary.1001.en_GB.php:8 views/campaignGallery/show.fo.temporary.1001.php:8 views/campaignGallery/show.fo.temporary.1002.en_GB.php:8","Por:","Από:"
"views/campaignGallery/list.fo.temporary.100.en_GB.php:57 views/campaignGallery/list.fo.temporary.100.en_GB.php:97 views/campaignGallery/list.fo.temporary.100.en_GB.php:137 views/campaignGallery/list.fo.temporary.100.en_GB.php:177 views/campaignGallery/list.fo.temporary.100.en_GB.php:217 views/campaignGallery/list.fo.temporary.100.en_GB.php:257 views/campaignGallery/list.fo.temporary.100.en_GB.php:297 views/campaignGallery/list.fo.temporary.100.en_GB.php:337 views/campaignGallery/list.fo.temporary.100.en_GB.php:377 views/campaignGallery/list.fo.temporary.100.en_GB.php:417 views/campaignGallery/list.fo.temporary.100.en_GB.php:457 views/campaignGallery/list.fo.temporary.100.en_GB.php:497 views/campaignGallery/list.fo.temporary.100.en_GB.php:537 views/campaignGallery/list.fo.temporary.100.en_GB.php:577 views/campaignGallery/list.fo.temporary.100.en_GB.php:617 views/campaignGallery/list.fo.temporary.100.en_GB.php:657 views/campaignGallery/list.fo.temporary.100.php:57 views/campaignGallery/list.fo.temporary.100.php:97 views/campaignGallery/list.fo.temporary.100.php:137 views/campaignGallery/list.fo.temporary.100.php:177 views/campaignGallery/list.fo.temporary.100.php:217 views/campaignGallery/list.fo.temporary.100.php:257 views/campaignGallery/list.fo.temporary.100.php:297 views/campaignGallery/list.fo.temporary.100.php:337 views/campaignGallery/list.fo.temporary.100.php:377 views/campaignGallery/list.fo.temporary.100.php:417 views/campaignGallery/list.fo.temporary.100.php:457 views/campaignGallery/list.fo.temporary.100.php:497 views/campaignGallery/list.fo.temporary.100.php:537 views/campaignGallery/list.fo.temporary.100.php:577 views/campaignGallery/list.fo.temporary.100.php:617 views/campaignGallery/list.fo.temporary.100.php:657 views/campaignGallery/list.fo.temporary.121.es_ES.php:57 views/campaignGallery/list.fo.temporary.121.es_ES.php:97 views/campaignGallery/list.fo.temporary.121.es_ES.php:137 views/campaignGallery/list.fo.temporary.121.es_ES.php:177 views/campaignGallery/list.fo.temporary.121.es_ES.php:217 views/campaignGallery/list.fo.temporary.121.es_ES.php:257 views/campaignGallery/list.fo.temporary.121.es_ES.php:297 views/campaignGallery/list.fo.temporary.121.es_ES.php:337 views/campaignGallery/list.fo.temporary.121.es_ES.php:377 views/campaignGallery/list.fo.temporary.121.es_ES.php:417 views/campaignGallery/list.fo.temporary.121.es_ES.php:457 views/campaignGallery/list.fo.temporary.121.es_ES.php:497 views/campaignGallery/list.fo.temporary.121.es_ES.php:537 views/campaignGallery/list.fo.temporary.121.es_ES.php:577 views/campaignGallery/list.fo.temporary.121.es_ES.php:617 views/campaignGallery/list.fo.temporary.121.es_ES.php:657 views/campaignGallery/list.fo.temporary.366.en_GB.php:57 views/campaignGallery/list.fo.temporary.366.en_GB.php:97 views/campaignGallery/list.fo.temporary.366.en_GB.php:137 views/campaignGallery/list.fo.temporary.366.en_GB.php:177 views/campaignGallery/list.fo.temporary.366.en_GB.php:217 views/campaignGallery/list.fo.temporary.366.en_GB.php:257 views/campaignGallery/list.fo.temporary.366.en_GB.php:297 views/campaignGallery/list.fo.temporary.366.en_GB.php:337 views/campaignGallery/list.fo.temporary.366.en_GB.php:377 views/campaignGallery/list.fo.temporary.366.en_GB.php:417 views/campaignGallery/list.fo.temporary.366.en_GB.php:457 views/campaignGallery/list.fo.temporary.366.en_GB.php:497 views/campaignGallery/list.fo.temporary.366.en_GB.php:537 views/campaignGallery/list.fo.temporary.366.en_GB.php:577 views/campaignGallery/list.fo.temporary.366.en_GB.php:617 views/campaignGallery/list.fo.temporary.366.en_GB.php:657 views/campaignGallery/show.fo.temporary.1001.en_GB.php:29 views/campaignGallery/show.fo.temporary.1001.php:29 views/campaignGallery/show.fo.temporary.1002.en_GB.php:29","Votos:","Ψήφοι:"
